# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	37656	37835	-						24562230	BBBOND_0100180	180		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	37656	37835	-	XM_012910421.1		XP_012765875.1	hypothetical protein		24562230	BBBOND_0100180	180	180	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	37656	37835	-	XP_012765875.1		XM_012910421.1	hypothetical protein		24562230	BBBOND_0100180	180	59	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	38197	42699	-						24562231	BBBOND_0100190	4503		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	38197	42699	-	XM_012910422.1		XP_012765876.1	Ribosome-binding protein 1		24562231	BBBOND_0100190	4503	4503	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	38197	42699	-	XP_012765876.1		XM_012910422.1	Ribosome-binding protein 1		24562231	BBBOND_0100190	4503	1500	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	43401	44018	-						24562232	BBBOND_0100200	618		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	43401	44018	-	XM_012910423.1		XP_012765877.1	hypothetical protein		24562232	BBBOND_0100200	519	519	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	43401	44018	-	XP_012765877.1		XM_012910423.1	hypothetical protein		24562232	BBBOND_0100200	519	172	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	44695	53971	-					frameshifts or pseudogene? - check sequence	24562233	BBBOND_0100210	9277		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	44695	53971	-	XM_012910424.1		XP_012765878.1	hypothetical protein	frameshifts or pseudogene? - check sequence	24562233	BBBOND_0100210	8910	8910	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	44695	53971	-	XP_012765878.1		XM_012910424.1	hypothetical protein	frameshifts or pseudogene? - check sequence	24562233	BBBOND_0100210	8910	2969	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	54976	59931	+						24562234	BBBOND_0100220	4956		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	54976	59931	+	XM_012910425.1		XP_012765879.1	hypothetical protein		24562234	BBBOND_0100220	4956	4956	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	54976	59931	+	XP_012765879.1		XM_012910425.1	hypothetical protein		24562234	BBBOND_0100220	4956	1651	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	61150	61335	+						24562235	BBBOND_0100230	186		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	61150	61335	+	XM_012910426.1		XP_012765880.1	hypothetical protein		24562235	BBBOND_0100230	186	186	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	61150	61335	+	XP_012765880.1		XM_012910426.1	hypothetical protein		24562235	BBBOND_0100230	186	61	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	62840	63812	-						24562236	BBBOND_0100240	973		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	62840	63812	-	XM_012910427.1		XP_012765881.1	ribosomal protein S2, putative		24562236	BBBOND_0100240	810	810	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	62840	63812	-	XP_012765881.1		XM_012910427.1	ribosomal protein S2, putative		24562236	BBBOND_0100240	810	269	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	64558	65097	+						24562237	BBBOND_0100250	540		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	64558	65097	+	XM_012910428.1		XP_012765882.1	hypothetical protein, conserved		24562237	BBBOND_0100250	429	429	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	64558	65097	+	XP_012765882.1		XM_012910428.1	hypothetical protein, conserved		24562237	BBBOND_0100250	429	142	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	65100	66113	+						24562238	BBBOND_0100260	1014		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	65100	66113	+	XM_012910429.1		XP_012765883.1	glutamine cyclotransferase, putative		24562238	BBBOND_0100260	1014	1014	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	65100	66113	+	XP_012765883.1		XM_012910429.1	glutamine cyclotransferase, putative		24562238	BBBOND_0100260	1014	337	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	66902	68146	+						24562239	BBBOND_0100270	1245		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	66902	68146	+	XM_012910430.1		XP_012765884.1	DHHC zinc finger domain containing protein, putative		24562239	BBBOND_0100270	945	945	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	66902	68146	+	XP_012765884.1		XM_012910430.1	DHHC zinc finger domain containing protein, putative		24562239	BBBOND_0100270	945	314	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	68566	77112	+						24562240	BBBOND_0100280	8547		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	68566	77112	+	XM_012910431.1		XP_012765885.1	hypothetical protein, conserved		24562240	BBBOND_0100280	8547	8547	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	68566	77112	+	XP_012765885.1		XM_012910431.1	hypothetical protein, conserved		24562240	BBBOND_0100280	8547	2848	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	77208	78985	+						24562241	BBBOND_0100290	1778		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	77208	78985	+	XM_012910432.1		XP_012765886.1	hypothetical protein, conserved		24562241	BBBOND_0100290	1557	1557	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	77208	78985	+	XP_012765886.1		XM_012910432.1	hypothetical protein, conserved		24562241	BBBOND_0100290	1557	518	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	79072	79944	+						24562242	BBBOND_0100300	873		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	79072	79944	+	XM_012910433.1		XP_012765887.1	ribosomal protein L7/L12, putative		24562242	BBBOND_0100300	684	684	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	79072	79944	+	XP_012765887.1		XM_012910433.1	ribosomal protein L7/L12, putative		24562242	BBBOND_0100300	684	227	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	80003	82444	-						24562243	BBBOND_0100310	2442		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	80003	82444	-	XM_012910434.1		XP_012765888.1	hypothetical protein, conserved		24562243	BBBOND_0100310	2442	2442	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	80003	82444	-	XP_012765888.1		XM_012910434.1	hypothetical protein, conserved		24562243	BBBOND_0100310	2442	813	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	83949	87437	+						24562244	BBBOND_0100320	3489		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	83949	87437	+	XM_012910435.1		XP_012765889.1	hypothetical protein, conserved		24562244	BBBOND_0100320	3411	3411	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	83949	87437	+	XP_012765889.1		XM_012910435.1	hypothetical protein, conserved		24562244	BBBOND_0100320	3411	1136	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	87514	91086	-						24562245	BBBOND_0100330	3573		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	87514	91086	-	XM_012910436.1		XP_012765890.1	phospholipid-translocating P-type ATPase, putative		24562245	BBBOND_0100330	3501	3501	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	87514	91086	-	XP_012765890.1		XM_012910436.1	phospholipid-translocating P-type ATPase, putative		24562245	BBBOND_0100330	3501	1166	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	92024	95361	+						24562246	BBBOND_0100340	3338		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	92024	95361	+	XM_012910437.1		XP_012765891.1	DNA gyrase A subunit, putative		24562246	BBBOND_0100340	3267	3267	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	92024	95361	+	XP_012765891.1		XM_012910437.1	DNA gyrase A subunit, putative		24562246	BBBOND_0100340	3267	1088	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	96394	97248	+						24562247	BBBOND_0100350	855		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	96394	97248	+	XM_012910438.1		XP_012765892.1	hypothetical protein		24562247	BBBOND_0100350	855	855	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	96394	97248	+	XP_012765892.1		XM_012910438.1	hypothetical protein		24562247	BBBOND_0100350	855	284	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	98324	99133	-						24562248	BBBOND_0100360	810		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	98324	99133	-	XM_012910439.1		XP_012765893.1	hypothetical protein		24562248	BBBOND_0100360	810	810	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	98324	99133	-	XP_012765893.1		XM_012910439.1	hypothetical protein		24562248	BBBOND_0100360	810	269	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	100601	100834	+						24562249	BBBOND_0100370	234		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	100601	100834	+	XM_012910440.1		XP_012765894.1	hypothetical protein		24562249	BBBOND_0100370	234	234	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	100601	100834	+	XP_012765894.1		XM_012910440.1	hypothetical protein		24562249	BBBOND_0100370	234	77	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	101240	102286	+						24562250	BBBOND_0100380	1047		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	101240	102286	+	XM_012910441.1		XP_012765895.1	hypothetical protein		24562250	BBBOND_0100380	1047	1047	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	101240	102286	+	XP_012765895.1		XM_012910441.1	hypothetical protein		24562250	BBBOND_0100380	1047	348	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	103470	104904	-						24562251	BBBOND_0100390	1435		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	103470	104904	-	XM_012910442.1		XP_012765896.1	actin-related protein, putative		24562251	BBBOND_0100390	1326	1326	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	103470	104904	-	XP_012765896.1		XM_012910442.1	actin-related protein, putative		24562251	BBBOND_0100390	1326	441	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	105661	107348	-						24562252	BBBOND_0100400	1688		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	105661	107348	-	XM_012910443.1		XP_012765897.1	Bidirectional sugar transporter		24562252	BBBOND_0100400	1335	1335	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	105661	107348	-	XP_012765897.1		XM_012910443.1	Bidirectional sugar transporter		24562252	BBBOND_0100400	1335	444	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	107523	108358	+						24562253	BBBOND_0100410	836		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	107523	108358	+	XM_012910444.1		XP_012765898.1	hypothetical protein		24562253	BBBOND_0100410	666	666	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	107523	108358	+	XP_012765898.1		XM_012910444.1	hypothetical protein		24562253	BBBOND_0100410	666	221	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	108623	109504	+						24562254	BBBOND_0100420	882		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	108623	109504	+	XM_012910445.1		XP_012765899.1	GPN-loop GTPase 2		24562254	BBBOND_0100420	882	882	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	108623	109504	+	XP_012765899.1		XM_012910445.1	GPN-loop GTPase 2		24562254	BBBOND_0100420	882	293	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	110939	112132	+						24562255	BBBOND_0100430	1194		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	110939	112132	+	XM_012910446.1		XP_012765900.1	Probable fructokinase		24562255	BBBOND_0100430	1194	1194	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	110939	112132	+	XP_012765900.1		XM_012910446.1	Probable fructokinase		24562255	BBBOND_0100430	1194	397	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	113010	113896	-						24562256	BBBOND_0100440	887		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	113010	113896	-	XM_012910447.1		XP_012765901.1	ClpP Protease,putative		24562256	BBBOND_0100440	732	732	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	113010	113896	-	XP_012765901.1		XM_012910447.1	ClpP Protease,putative		24562256	BBBOND_0100440	732	243	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	115070	116137	+						24562257	BBBOND_0100450	1068		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	115070	116137	+	XM_012910448.1		XP_012765902.1	Ribokinase-like superfamily protein, putative		24562257	BBBOND_0100450	1068	1068	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	115070	116137	+	XP_012765902.1		XM_012910448.1	Ribokinase-like superfamily protein, putative		24562257	BBBOND_0100450	1068	355	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	117154	118257	+						24562258	BBBOND_0100460	1104		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	117154	118257	+	XM_012910449.1		XP_012765903.1	Ribokinase like superfamily protein, putative		24562258	BBBOND_0100460	1104	1104	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	117154	118257	+	XP_012765903.1		XM_012910449.1	Ribokinase like superfamily protein, putative		24562258	BBBOND_0100460	1104	367	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	119315	120421	+						24562259	BBBOND_0100470	1107		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	119315	120421	+	XM_012910450.1		XP_012765904.1	Ribokinase like superfamily protein, putative		24562259	BBBOND_0100470	1107	1107	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	119315	120421	+	XP_012765904.1		XM_012910450.1	Ribokinase like superfamily protein, putative		24562259	BBBOND_0100470	1107	368	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	121495	122604	+						24562260	BBBOND_0100480	1110		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	121495	122604	+	XM_012910451.1		XP_012765905.1	Ribokinase like superfamily protein, putative		24562260	BBBOND_0100480	1110	1110	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	121495	122604	+	XP_012765905.1		XM_012910451.1	Ribokinase like superfamily protein, putative		24562260	BBBOND_0100480	1110	369	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	123423	125404	-						24562261	BBBOND_0100490	1982		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	123423	125404	-	XM_012910452.1		XP_012765906.1	molybdenum cofactor synthesis protein 3 / molybdopterin synthase sulphurylase, putative		24562261	BBBOND_0100490	1731	1731	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	123423	125404	-	XP_012765906.1		XM_012910452.1	molybdenum cofactor synthesis protein 3 / molybdopterin synthase sulphurylase, putative		24562261	BBBOND_0100490	1731	576	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	125861	128080	+						24562262	BBBOND_0100500	2220		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	125861	128080	+	XM_012910453.1		XP_012765907.1	DnaJ domain containing protein, putative		24562262	BBBOND_0100500	2220	2220	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	125861	128080	+	XP_012765907.1		XM_012910453.1	DnaJ domain containing protein, putative		24562262	BBBOND_0100500	2220	739	
gene	protein_coding	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	128217	129685	-						24562263	BBBOND_0100510	1469		partial
mRNA		GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	128217	129685	-	XM_012910454.1		XP_012765908.1	hypothetical protein, conserved		24562263	BBBOND_0100510	987	987	partial
CDS	with_protein	GCF_000981445.1	Primary Assembly	chromosome	I	NC_027216.1	128217	129685	-	XP_012765908.1		XM_012910454.1	hypothetical protein, conserved		24562263	BBBOND_0100510	987	328	
