# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	15862	17562	-						15806770	BEWA_017500	1701		
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	15862	17562	-	XM_004828518.1		XP_004828575.1	hypothetical protein		15806770	BEWA_017500	1594	1594	
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	16355	17442	-	XP_004828575.1		XM_004828518.1	hypothetical protein		15806770	BEWA_017500	981	326	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	18201	19358	+						15803603	BEWA_017510	1158		
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	18201	19358	+	XM_004828519.1		XP_004828576.1	kinase, pfkB family member protein		15803603	BEWA_017510	1158	1158	
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	18283	19299	+	XP_004828576.1		XM_004828519.1	kinase, pfkB family member protein		15803603	BEWA_017510	1017	338	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	20602	21605	-						15807262	BEWA_017520	1004		
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	20602	21605	-	XM_004828520.1		XP_004828577.1	serine/threonine protein phosphatase pp-x, putative		15807262	BEWA_017520	969	969	
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	20646	21598	-	XP_004828577.1		XM_004828520.1	serine/threonine protein phosphatase pp-x, putative		15807262	BEWA_017520	918	305	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	21666	22713	-						15803408	BEWA_017530	1048		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	21666	22713	-	XM_004828521.1		XP_004828578.1	hypothetical protein		15803408	BEWA_017530	975	975	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	21666	22713	-	XP_004828578.1		XM_004828521.1	hypothetical protein		15803408	BEWA_017530	975	324	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	22838	24507	-						15803417	BEWA_017540	1670		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	22838	24507	-	XM_004828522.1		XP_004828579.1	prolyl-tRNA synthetase, putative		15803417	BEWA_017540	1614	1614	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	22838	24507	-	XP_004828579.1		XM_004828522.1	prolyl-tRNA synthetase, putative		15803417	BEWA_017540	1614	537	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	24874	26220	+						15803385	BEWA_017550	1347		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	24874	26220	+	XM_004828523.1		XP_004828580.1	histone deacetylase, putative		15803385	BEWA_017550	1347	1347	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	24874	26220	+	XP_004828580.1		XM_004828523.1	histone deacetylase, putative		15803385	BEWA_017550	1347	448	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	26345	26887	-						15803382	BEWA_017560	543		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	26345	26887	-	XM_004828524.1		XP_004828581.1	yippee zinc binding protein family member protein		15803382	BEWA_017560	372	372	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	26345	26887	-	XP_004828581.1		XM_004828524.1	yippee zinc binding protein family member protein		15803382	BEWA_017560	372	123	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	27036	27461	-						15807148	BEWA_017570	426		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	27036	27461	-	XM_004828525.1		XP_004828582.1	thioredoxin, putative		15807148	BEWA_017570	390	390	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	27036	27461	-	XP_004828582.1		XM_004828525.1	thioredoxin, putative		15807148	BEWA_017570	390	129	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	27545	28762	-						15807143	BEWA_017580	1218		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	27545	28762	-	XM_004828526.1		XP_004828583.1	vacuolar ATP synthase subunit C, putative		15807143	BEWA_017580	1218	1218	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	27545	28762	-	XP_004828583.1		XM_004828526.1	vacuolar ATP synthase subunit C, putative		15807143	BEWA_017580	1218	405	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	29125	31601	+						15803803	BEWA_017590	2477		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	29125	31601	+	XM_004828527.1		XP_004828584.1	hypothetical protein		15803803	BEWA_017590	2385	2385	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	29125	31601	+	XP_004828584.1		XM_004828527.1	hypothetical protein		15803803	BEWA_017590	2385	794	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	31722	36149	-						15803638	BEWA_017600	4428		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	31722	36149	-	XM_004828528.1		XP_004828585.1	hypothetical protein		15803638	BEWA_017600	4275	4275	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	31722	36149	-	XP_004828585.1		XM_004828528.1	hypothetical protein		15803638	BEWA_017600	4275	1424	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	36277	37451	-						15803954	BEWA_017610	1175		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	36277	37451	-	XM_004828529.1		XP_004828586.1	hypothetical protein		15803954	BEWA_017610	885	885	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	36277	37451	-	XP_004828586.1		XM_004828529.1	hypothetical protein		15803954	BEWA_017610	885	294	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	37848	39144	+						15806014	BEWA_017620	1297		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	37848	39144	+	XM_004828530.1		XP_004828587.1	hypothetical protein		15806014	BEWA_017620	1260	1260	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	37848	39144	+	XP_004828587.1		XM_004828530.1	hypothetical protein		15806014	BEWA_017620	1260	419	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	39170	42481	-						15806250	BEWA_017630	3312		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	39170	42481	-	XM_004828531.1		XP_004828588.1	HECT-domain ubiquitin-transferase domain containing protein		15806250	BEWA_017630	3312	3312	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	39170	42481	-	XP_004828588.1		XM_004828531.1	HECT-domain ubiquitin-transferase domain containing protein		15806250	BEWA_017630	3312	1103	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	42616	46645	-						15807004	BEWA_017640	4030		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	42616	46645	-	XM_004828532.1		XP_004828589.1	hypothetical protein		15807004	BEWA_017640	3888	3888	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	42616	46645	-	XP_004828589.1		XM_004828532.1	hypothetical protein		15807004	BEWA_017640	3888	1295	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	47080	48279	-						15805904	BEWA_017650	1200		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	47080	48279	-	XM_004828533.1		XP_004828590.1	hypothetical protein		15805904	BEWA_017650	1010	1010	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	47080	48151	-	XP_004828590.1		XM_004828533.1	hypothetical protein		15805904	BEWA_017650	882	293	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	48414	52238	+						15803360	BEWA_017660	3825		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	48414	52238	+	XM_004828534.1		XP_004828591.1	hypothetical protein		15803360	BEWA_017660	3375	3375	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	48414	52238	+	XP_004828591.1		XM_004828534.1	hypothetical protein		15803360	BEWA_017660	3375	1124	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	52482	53812	+						15803865	BEWA_017670	1331		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	52482	53812	+	XM_004828535.1		XP_004828592.1	choline/ethanolamine kinase, putative		15803865	BEWA_017670	1298	1298	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	52568	53812	+	XP_004828592.1		XM_004828535.1	choline/ethanolamine kinase, putative		15803865	BEWA_017670	1212	403	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	54036	55145	+						15803349	BEWA_017680	1110		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	54036	55145	+	XM_004828536.1		XP_004828593.1	choline/ethanolamine kinase, putative		15803349	BEWA_017680	1110	1110	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	54036	55145	+	XP_004828593.1		XM_004828536.1	choline/ethanolamine kinase, putative		15803349	BEWA_017680	1110	369	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	55395	56483	-						15803302	BEWA_017690	1089		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	55395	56483	-	XM_004828537.1		XP_004828594.1	signal peptide-containing protein		15803302	BEWA_017690	1062	1062	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	55395	56483	-	XP_004828594.1		XM_004828537.1	signal peptide-containing protein		15803302	BEWA_017690	1062	353	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	57498	58524	+						15806767	BEWA_017700	1027		
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	57498	58524	+	XM_004828538.1		XP_004828595.1	haloacid dehalogenase-like hydrolase family member protein		15806767	BEWA_017700	1027	1027	
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	57648	58496	+	XP_004828595.1		XM_004828538.1	haloacid dehalogenase-like hydrolase family member protein		15806767	BEWA_017700	849	282	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	58892	60424	+						15806230	BEWA_017710	1533		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	58892	60424	+	XM_004828539.1		XP_004828596.1	hypothetical protein		15806230	BEWA_017710	1533	1533	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	58892	60424	+	XP_004828596.1		XM_004828539.1	hypothetical protein		15806230	BEWA_017710	1533	510	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	61205	62254	+						15806009	BEWA_017720	1050		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	61205	62254	+	XM_004828540.1		XP_004828597.1	kinase, pfkB family member protein		15806009	BEWA_017720	1050	1050	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	61205	62221	+	XP_004828597.1		XM_004828540.1	kinase, pfkB family member protein		15806009	BEWA_017720	1017	338	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	62935	63670	-						15807248	BEWA_017730	736		
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	62935	63670	-	XM_004828541.1		XP_004828598.1	Phosphoribosyl transferase domain containing protein		15807248	BEWA_017730	736	736	
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	63009	63578	-	XP_004828598.1		XM_004828541.1	Phosphoribosyl transferase domain containing protein		15807248	BEWA_017730	570	189	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	64469	65470	-						15803396	BEWA_017740	1002		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	64469	65470	-	XM_004828542.1		XP_004828599.1	histone H3, putative		15803396	BEWA_017740	782	782	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	64469	65444	-	XP_004828599.1		XM_004828542.1	histone H3, putative		15803396	BEWA_017740	756	251	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	65509	66752	+						15807209	BEWA_017750	1244		
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	65509	66752	+	XM_004828543.1		XP_004828600.1	cytochrome C oxidase, putative		15807209	BEWA_017750	1174	1174	
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	65708	66713	+	XP_004828600.1		XM_004828543.1	cytochrome C oxidase, putative		15807209	BEWA_017750	936	311	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	66928	68318	+						15803851	BEWA_017760	1391		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	66928	68318	+	XM_004828544.1		XP_004828601.1	aspartate aminotransferase, putative		15803851	BEWA_017760	1230	1230	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	66928	68318	+	XP_004828601.1		XM_004828544.1	aspartate aminotransferase, putative		15803851	BEWA_017760	1230	409	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	68351	69187	+						15807339	BEWA_017770	837		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	68351	69187	+	XM_004828545.1		XP_004828602.1	hypothetical protein		15807339	BEWA_017770	801	801	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	68351	69187	+	XP_004828602.1		XM_004828545.1	hypothetical protein		15807339	BEWA_017770	801	266	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	69203	70134	-						15807122	BEWA_017780	932		
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	69203	70134	-	XM_004828546.1		XP_004828603.1	peptidyl-prolyl cis-trans isomerase protein, putative		15807122	BEWA_017780	932	932	
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	69512	70084	-	XP_004828603.1		XM_004828546.1	peptidyl-prolyl cis-trans isomerase protein, putative		15807122	BEWA_017780	573	190	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	71008	71726	+						15805961	BEWA_017790	719		
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	71008	71726	+	XM_004828547.1		XP_004828604.1	nuclear transport factor 2, putative		15805961	BEWA_017790	602	602	
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	71064	71555	+	XP_004828604.1		XM_004828547.1	nuclear transport factor 2, putative		15805961	BEWA_017790	375	124	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	71875	75907	+						15807256	BEWA_017800	4033		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	71875	75907	+	XM_004828548.1		XP_004828605.1	hypothetical protein		15807256	BEWA_017800	3951	3951	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	71875	75907	+	XP_004828605.1		XM_004828548.1	hypothetical protein		15807256	BEWA_017800	3951	1316	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	75931	80610	-						15806730	BEWA_017810	4680		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	75931	80610	-	XM_004828549.1		XP_004828606.1	hypothetical protein		15806730	BEWA_017810	4680	4680	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	75931	80610	-	XP_004828606.1		XM_004828549.1	hypothetical protein		15806730	BEWA_017810	4680	1559	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	80922	82298	+						15807244	BEWA_017820	1377		
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	80922	82298	+	XM_004828550.1		XP_004828607.1	actin, putative		15807244	BEWA_017820	1192	1192	
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	80962	82295	+	XP_004828607.1		XM_004828550.1	actin, putative		15807244	BEWA_017820	1149	382	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	82348	83513	-						15806957	BEWA_017830	1166		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	82348	83513	-	XM_004828551.1		XP_004828608.1	deoxyhypusine synthase, putative		15806957	BEWA_017830	1166	1166	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	82348	83451	-	XP_004828608.1		XM_004828551.1	deoxyhypusine synthase, putative		15806957	BEWA_017830	1104	367	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	83778	86210	+						15806774	BEWA_017840	2433		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	83778	86210	+	XM_004828552.1		XP_004828609.1	ATPase, AAA family domain containing protein		15806774	BEWA_017840	2433	2433	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	83778	86210	+	XP_004828609.1		XM_004828552.1	ATPase, AAA family domain containing protein		15806774	BEWA_017840	2433	810	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	86325	87952	-						15807046	BEWA_017850	1628		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	86325	87952	-	XM_004828553.1		XP_004828610.1	N-myristoyl transferase, putative		15807046	BEWA_017850	1320	1320	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	86325	87952	-	XP_004828610.1		XM_004828553.1	N-myristoyl transferase, putative		15807046	BEWA_017850	1320	439	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	88297	90169	+						15807144	BEWA_017860	1873		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	88297	90169	+	XM_004828554.1		XP_004828611.1	hypothetical protein		15807144	BEWA_017860	1677	1677	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	88297	90169	+	XP_004828611.1		XM_004828554.1	hypothetical protein		15807144	BEWA_017860	1677	558	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	90018	91377	-						15806796	BEWA_017870	1360		
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	90018	91377	-	XM_004828555.1		XP_004828612.1	inorganic pyrophosphatase, putative		15806796	BEWA_017870	1243	1243	
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	90252	91352	-	XP_004828612.1		XM_004828555.1	inorganic pyrophosphatase, putative		15806796	BEWA_017870	984	327	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	91931	94294	+						15806952	BEWA_017880	2364		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	91931	94294	+	XM_004828556.1		XP_004828613.1	hypothetical protein		15806952	BEWA_017880	2364	2364	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	91931	94294	+	XP_004828613.1		XM_004828556.1	hypothetical protein		15806952	BEWA_017880	2364	787	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	94332	95820	+						15806097	BEWA_017890	1489		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	94332	95820	+	XM_004828557.1		XP_004828614.1	hypothetical protein		15806097	BEWA_017890	1377	1377	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	94332	95820	+	XP_004828614.1		XM_004828557.1	hypothetical protein		15806097	BEWA_017890	1377	458	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	95847	96445	-						15803522	BEWA_017900	599		
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	95847	96445	-	XM_004828558.1		XP_004828615.1	40S ribosomal protein S8, putative		15803522	BEWA_017900	521	521	
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	95860	96252	-	XP_004828615.1		XM_004828558.1	40S ribosomal protein S8, putative		15803522	BEWA_017900	393	130	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	97551	98434	+						15806847	BEWA_017910	884		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	97551	98434	+	XM_004828559.1		XP_004828616.1	hypothetical protein		15806847	BEWA_017910	840	840	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	97689	98434	+	XP_004828616.1		XM_004828559.1	hypothetical protein		15806847	BEWA_017910	702	233	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	98480	99123	-						15803664	BEWA_017920	644		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	98480	99123	-	XM_004828560.1		XP_004828617.1	hypothetical protein		15803664	BEWA_017920	531	531	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	98480	99123	-	XP_004828617.1		XM_004828560.1	hypothetical protein		15803664	BEWA_017920	531	176	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	99291	100297	+						15806950	BEWA_017930	1007		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	99291	100297	+	XM_004828561.1		XP_004828618.1	hypothetical protein		15806950	BEWA_017930	1007	1007	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	99428	100297	+	XP_004828618.1		XM_004828561.1	hypothetical protein		15806950	BEWA_017930	870	289	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	100876	102831	+						15807052	BEWA_017940	1956		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	100876	102831	+	XM_004828562.1		XP_004828619.1	hypothetical protein		15807052	BEWA_017940	1764	1764	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	100876	102831	+	XP_004828619.1		XM_004828562.1	hypothetical protein		15807052	BEWA_017940	1764	587	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	103157	106174	-						15806114	BEWA_017950	3018		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	103157	106174	-	XM_004828563.1		XP_004828620.1	hypothetical protein		15806114	BEWA_017950	3018	3018	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	103157	106174	-	XP_004828620.1		XM_004828563.1	hypothetical protein		15806114	BEWA_017950	3018	1005	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	107104	108598	+						15806055	BEWA_017960	1495		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	107104	108598	+	XM_004828564.1		XP_004828621.1	hypothetical protein		15806055	BEWA_017960	1260	1260	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	107104	108598	+	XP_004828621.1		XM_004828564.1	hypothetical protein		15806055	BEWA_017960	1260	419	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	108784	110581	+						15806027	BEWA_017970	1798		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	108784	110581	+	XM_004828565.1		XP_004828622.1	hypothetical protein		15806027	BEWA_017970	1764	1764	partial
CDS	with_protein	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	108784	110581	+	XP_004828622.1		XM_004828565.1	hypothetical protein		15806027	BEWA_017970	1764	587	
gene	protein_coding	GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	110601	111950	+						15803925	BEWA_017980	1350		partial
mRNA		GCF_000342415.1	Primary Assembly	chromosome	1	NC_021366.1	110601	111950	+	XM_004828566.1		XP_004828623.1	1-deoxy-D-xylulose 5-phosphate reductoisomerase, putative		15803925	BEWA_017980	1350	1350	partial
