# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	41797	42285	+	XM_003074042.2		XP_003074088.2	Peptidyl-prolyl cis-trans isomerase,FKBP-type,domain		9832504	OT_ostta01g00270	489	489	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	41797	42285	+	XP_003074088.2		XM_003074042.2	Peptidyl-prolyl cis-trans isomerase,FKBP-type,domain		9832504	OT_ostta01g00270	489	162	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	42330	43987	-						9832484	OT_ostta01g00280	1658		partial;old_locus_tag=Ot01g00300
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	42330	43987	-	XM_022985217.1		XP_022838119.1	Peptidase M24, methionine aminopeptidase		9832484	OT_ostta01g00280	1350	1350	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	42330	43987	-	XP_022838119.1		XM_022985217.1	Peptidase M24, methionine aminopeptidase		9832484	OT_ostta01g00280	1350	449	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	44204	44380	-						9832468	OT_ostta01g00290	177		partial;old_locus_tag=Ot01g00310
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	44204	44380	-	XM_003074044.2		XP_003074090.2	unnamed product		9832468	OT_ostta01g00290	177	177	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	44204	44380	-	XP_003074090.2		XM_003074044.2	unnamed product		9832468	OT_ostta01g00290	177	58	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	44619	45203	+						9832467	OT_ostta01g00300	585		partial;old_locus_tag=Ot01g00320
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	44619	45203	+	XM_003074045.1		XP_003074091.1	unnamed product		9832467	OT_ostta01g00300	585	585	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	44619	45203	+	XP_003074091.1		XM_003074045.1	unnamed product		9832467	OT_ostta01g00300	585	194	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	45237	46697	-						34945477	OT_ostta01g00310	1461		partial
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	45237	46697	-	XM_022985219.1		XP_022838120.1	Putative S-adenosyl-L-methionine-dependent methyltransferase MidA		34945477	OT_ostta01g00310	1461	1461	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	45237	46697	-	XP_022838120.1		XM_022985219.1	Putative S-adenosyl-L-methionine-dependent methyltransferase MidA		34945477	OT_ostta01g00310	1461	486	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	46754	49186	-						9836513	OT_ostta01g00320	2433		partial;old_locus_tag=Ot01g00330
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	46754	49186	-	XM_022985220.1		XP_022838121.1	Acyl-CoA dehydrogenase/oxidase, N-terminal		9836513	OT_ostta01g00320	2433	2433	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	46754	49186	-	XP_022838121.1		XM_022985220.1	Acyl-CoA dehydrogenase/oxidase, N-terminal		9836513	OT_ostta01g00320	2433	810	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	49314	50465	-						34945478	OT_ostta01g00330	1152		partial
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	49314	50465	-	XM_022985221.1		XP_022838122.1	unnamed product		34945478	OT_ostta01g00330	1152	1152	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	49314	50465	-	XP_022838122.1		XM_022985221.1	unnamed product		34945478	OT_ostta01g00330	1152	383	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	50930	51955	+						9832477	OT_ostta01g00340	1026		partial;old_locus_tag=Ot01g00350
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	50930	51955	+	XM_003074048.2		XP_003074094.2	unnamed product		9832477	OT_ostta01g00340	1026	1026	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	50930	51955	+	XP_003074094.2		XM_003074048.2	unnamed product		9832477	OT_ostta01g00340	1026	341	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	52198	53061	+						9832515	OT_ostta01g00350	864		partial;old_locus_tag=Ot01g00360
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	52198	53061	+	XM_003074049.2		XP_003074095.2	unnamed product		9832515	OT_ostta01g00350	864	864	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	52198	53061	+	XP_003074095.2		XM_003074049.2	unnamed product		9832515	OT_ostta01g00350	864	287	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	53097	54644	-						9834746	OT_ostta01g00360	1548		partial;old_locus_tag=Ot01g00370
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	53097	54644	-	XM_003074050.2		XP_003074096.2	Peptidase M24, methionine aminopeptidase		9834746	OT_ostta01g00360	1548	1548	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	53097	54644	-	XP_003074096.2		XM_003074050.2	Peptidase M24, methionine aminopeptidase		9834746	OT_ostta01g00360	1548	515	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	54791	55323	-						9834759	OT_ostta01g00370	533		partial;old_locus_tag=Ot01g00380
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	54791	55323	-	XM_022985222.1		XP_022838123.1	Mitochondrial pyruvate carrier		9834759	OT_ostta01g00370	333	333	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	54791	55323	-	XP_022838123.1		XM_022985222.1	Mitochondrial pyruvate carrier		9834759	OT_ostta01g00370	333	110	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	56147	58519	+						9834758	OT_ostta01g00380	2373		partial;old_locus_tag=Ot01g00390
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	56147	58519	+	XM_003074052.1		XP_003074098.1	Transcription factor IIIC, 90kDa subunit,N-terminal		9834758	OT_ostta01g00380	2292	2292	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	56147	58519	+	XP_003074098.1		XM_003074052.1	Transcription factor IIIC, 90kDa subunit,N-terminal		9834758	OT_ostta01g00380	2292	763	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	58613	59677	+						9832496	OT_ostta01g00390	1065		partial;old_locus_tag=Ot01g00400
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	58613	59677	+	XM_003074053.1		XP_003074099.1	DNA/pantothenate metabolism flavoprotein,C-terminal		9832496	OT_ostta01g00390	1065	1065	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	58613	59677	+	XP_003074099.1		XM_003074053.1	DNA/pantothenate metabolism flavoprotein,C-terminal		9832496	OT_ostta01g00390	1065	354	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	59862	61573	+						9834757	OT_ostta01g00400	1712		partial;old_locus_tag=Ot01g00410
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	59862	61573	+	XM_022985223.1		XP_022838124.1	26S proteasome regulatory subunit, C-terminal		9834757	OT_ostta01g00400	1473	1473	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	59862	61573	+	XP_022838124.1		XM_022985223.1	26S proteasome regulatory subunit, C-terminal		9834757	OT_ostta01g00400	1473	490	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	61621	62139	-						9832458	OT_ostta01g00410	519		partial;old_locus_tag=Ot01g00420
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	61621	62139	-	XM_003074055.2		XP_003074101.2	Signal recognition particle, SRP19 subunit		9832458	OT_ostta01g00410	519	519	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	61621	62139	-	XP_003074101.2		XM_003074055.2	Signal recognition particle, SRP19 subunit		9832458	OT_ostta01g00410	519	172	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	62244	63200	+						9832473	OT_ostta01g00420	957		partial;old_locus_tag=Ot01g00430
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	62244	63200	+	XM_003074056.2		XP_003074102.2	Mitochondrial substrate/solute carrier		9832473	OT_ostta01g00420	957	957	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	62244	63200	+	XP_003074102.2		XM_003074056.2	Mitochondrial substrate/solute carrier		9832473	OT_ostta01g00420	957	318	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	63321	63824	+						9835018	OT_ostta01g00430	504		partial;old_locus_tag=Ot01g00440
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	63321	63824	+	XM_003074057.2		XP_003074103.2	unnamed product		9835018	OT_ostta01g00430	504	504	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	63321	63824	+	XP_003074103.2		XM_003074057.2	unnamed product		9835018	OT_ostta01g00430	504	167	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	64372	66000	+						9832474	OT_ostta01g00440	1629		partial;old_locus_tag=Ot01g00450
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	64372	66000	+	XM_003074058.2		XP_003074104.2	Voltage-dependent potassium channel		9832474	OT_ostta01g00440	1629	1629	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	64372	66000	+	XP_003074104.2		XM_003074058.2	Voltage-dependent potassium channel		9832474	OT_ostta01g00440	1629	542	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	66025	66966	-						34945479	OT_ostta01g00450	942		partial
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	66025	66966	-	XM_022985224.1		XP_022838125.1	unnamed product		34945479	OT_ostta01g00450	942	942	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	66025	66966	-	XP_022838125.1		XM_022985224.1	unnamed product		34945479	OT_ostta01g00450	942	313	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	67025	70891	-						9832476	OT_ostta01g00460	3867		partial;old_locus_tag=Ot01g00460
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	67025	70891	-	XM_003074059.2		XP_003074105.2	WD40/YVTN repeat-like-containing domain		9832476	OT_ostta01g00460	3867	3867	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	67025	70891	-	XP_003074105.2		XM_003074059.2	WD40/YVTN repeat-like-containing domain		9832476	OT_ostta01g00460	3867	1288	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	70936	71700	+						9832482	OT_ostta01g00470	765		partial;old_locus_tag=Ot01g00470
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	70936	71700	+	XM_022985225.1		XP_022838126.1	Nicotinamide N-methyltransferase-like		9832482	OT_ostta01g00470	765	765	partial
CDS	with_protein	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	70936	71700	+	XP_022838126.1		XM_022985225.1	Nicotinamide N-methyltransferase-like		9832482	OT_ostta01g00470	765	254	
gene	protein_coding	GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	71798	72949	+						9834754	OT_ostta01g00480	1152		partial;old_locus_tag=Ot01g00480
mRNA		GCF_000214015.3	Primary Assembly	chromosome	1	NC_014426.2	71798	72949	+	XM_003074061.1		XP_003074107.1	Translation elongation/initiation factor/Ribosomal, beta-barrel		9834754	OT_ostta01g00480	1152	1152	partial
