# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	18552	19760	-	XM_005534960.1		XP_005535017.1	serine acetyltransferase		16992105	CYME_CMA007C	1209	1209	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	18552	19760	-	XP_005535017.1		XM_005534960.1	serine acetyltransferase		16992105	CYME_CMA007C	1209	402	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	19782	20834	-						16992104	CYME_CMA008C	1053		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	19782	20834	-	XM_005534961.1		XP_005535018.1	ORF1050		16992104	CYME_CMA008C	1053	1053	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	19782	20834	-	XP_005535018.1		XM_005534961.1	ORF1050		16992104	CYME_CMA008C	1053	350	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	22111	23229	-						16992103	CYME_CMA009C	1119		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	22111	23229	-	XM_005534962.1		XP_005535019.1	NAD-dependent sorbitol dehydrogenase		16992103	CYME_CMA009C	1119	1119	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	22111	23229	-	XP_005535019.1		XM_005534962.1	NAD-dependent sorbitol dehydrogenase		16992103	CYME_CMA009C	1119	372	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	26266	29079	+						16992101	CYME_CMA010C	2814		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	26266	29079	+	XM_005534963.1		XP_005535020.1	hypothetical protein		16992101	CYME_CMA010C	2814	2814	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	26266	29079	+	XP_005535020.1		XM_005534963.1	hypothetical protein		16992101	CYME_CMA010C	2814	937	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	31936	33372	+						16992099	CYME_CMA011C	1437		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	31936	33372	+	XM_005534964.1		XP_005535021.1	probable aminoacylase I		16992099	CYME_CMA011C	1437	1437	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	31936	33372	+	XP_005535021.1		XM_005534964.1	probable aminoacylase I		16992099	CYME_CMA011C	1437	478	
gene	misc_RNA	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	35791	37028	-						16992100	CYME_CMA012T	1238		
misc_RNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	35791	37028	-	XR_002461189.1			hypothetical transcript		16992100	CYME_CMA012T	1238	1238	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	37271	38230	+						16992092	CYME_CMA013C	960		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	37271	38230	+	XM_005534965.1		XP_005535022.1	hypothetical protein, conserved		16992092	CYME_CMA013C	960	960	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	37271	38230	+	XP_005535022.1		XM_005534965.1	hypothetical protein, conserved		16992092	CYME_CMA013C	960	319	
gene	misc_RNA	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	37715	40252	-						16992098	CYME_CMA014T	2538		
misc_RNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	37715	40252	-	XR_002461190.1			hypothetical transcript		16992098	CYME_CMA014T	2538	2538	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	41551	44298	-						16992097	CYME_CMA015C	2748		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	41551	44298	-	XM_005534966.1		XP_005535023.1	hypothetical protein, conserved		16992097	CYME_CMA015C	2748	2748	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	41551	44298	-	XP_005535023.1		XM_005534966.1	hypothetical protein, conserved		16992097	CYME_CMA015C	2748	915	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	45356	45952	+						16992096	CYME_CMA016C	597		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	45356	45952	+	XM_005534967.1		XP_005535024.1	similar to transcription factor IIA large subunit		16992096	CYME_CMA016C	597	597	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	45356	45952	+	XP_005535024.1		XM_005534967.1	similar to transcription factor IIA large subunit		16992096	CYME_CMA016C	597	198	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	49958	51628	-						16992095	CYME_CMA017C	1671		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	49958	51628	-	XM_005534968.1		XP_005535025.1	probable lysophosphatidic acid acyltransferase		16992095	CYME_CMA017C	1671	1671	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	49958	51628	-	XP_005535025.1		XM_005534968.1	probable lysophosphatidic acid acyltransferase		16992095	CYME_CMA017C	1671	556	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	54408	57269	+						16992094	CYME_CMA019C	2862		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	54408	57269	+	XM_005534969.1		XP_005535026.1	RNA polymerase III transcription factor IIIB		16992094	CYME_CMA019C	2862	2862	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	54408	57269	+	XP_005535026.1		XM_005534969.1	RNA polymerase III transcription factor IIIB		16992094	CYME_CMA019C	2862	953	
gene	misc_RNA	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	55693	58263	-						16992093	CYME_CMA020T	2571		
misc_RNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	55693	58263	-	XR_002461191.1			hypothetical transcript		16992093	CYME_CMA020T	2571	2571	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	57706	60126	-						16992091	CYME_CMA021C	2421		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	57706	60126	-	XM_005534970.1		XP_005535027.1	similar to DnaJ-like protein		16992091	CYME_CMA021C	2421	2421	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	57706	60126	-	XP_005535027.1		XM_005534970.1	similar to DnaJ-like protein		16992091	CYME_CMA021C	2421	806	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	62005	63936	+						16992090	CYME_CMA022C	1932		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	62005	63936	+	XM_005534971.1		XP_005535028.1	hypothetical protein, conserved		16992090	CYME_CMA022C	1932	1932	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	62005	63936	+	XP_005535028.1		XM_005534971.1	hypothetical protein, conserved		16992090	CYME_CMA022C	1932	643	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	64170	65483	-						16992089	CYME_CMA023C	1314		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	64170	65483	-	XM_005534972.1		XP_005535029.1	MYB-related protein		16992089	CYME_CMA023C	1314	1314	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	64170	65483	-	XP_005535029.1		XM_005534972.1	MYB-related protein		16992089	CYME_CMA023C	1314	437	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	68879	69529	-						16992088	CYME_CMA024C	651		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	68879	69529	-	XM_005534973.1		XP_005535030.1	unknown cupin family protein		16992088	CYME_CMA024C	651	651	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	68879	69529	-	XP_005535030.1		XM_005534973.1	unknown cupin family protein		16992088	CYME_CMA024C	651	216	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	73861	75189	-						16992087	CYME_CMA025C	1329		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	73861	75189	-	XM_005534974.1		XP_005535031.1	hypothetical protein		16992087	CYME_CMA025C	1329	1329	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	73861	75189	-	XP_005535031.1		XM_005534974.1	hypothetical protein		16992087	CYME_CMA025C	1329	442	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	79013	80131	-						16992085	CYME_CMA027C	1119		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	79013	80131	-	XM_005534975.1		XP_005535032.1	hypothetical protein		16992085	CYME_CMA027C	1119	1119	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	79013	80131	-	XP_005535032.1		XM_005534975.1	hypothetical protein		16992085	CYME_CMA027C	1119	372	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	81522	82676	+						16992084	CYME_CMA028C	1155		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	81522	82676	+	XM_005534976.1		XP_005535033.1	hypothetical protein		16992084	CYME_CMA028C	1155	1155	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	81522	82676	+	XP_005535033.1		XM_005534976.1	hypothetical protein		16992084	CYME_CMA028C	1155	384	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	83040	87404	-						16992083	CYME_CMA029C	4365		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	83040	87404	-	XM_005534977.1		XP_005535034.1	hypothetical protein		16992083	CYME_CMA029C	4365	4365	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	83040	87404	-	XP_005535034.1		XM_005534977.1	hypothetical protein		16992083	CYME_CMA029C	4365	1454	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	87663	89795	+						16992082	CYME_CMA030C	2133		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	87663	89795	+	XM_005534978.1		XP_005535035.1	pyruvate kinase, chloroplast precursor		16992082	CYME_CMA030C	2133	2133	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	87663	89795	+	XP_005535035.1		XM_005534978.1	pyruvate kinase, chloroplast precursor		16992082	CYME_CMA030C	2133	710	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	93087	95186	-						16992080	CYME_CMA031C	2100		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	93087	95186	-	XM_005534979.1		XP_005535036.1	hypothetical protein		16992080	CYME_CMA031C	2100	2100	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	93087	95186	-	XP_005535036.1		XM_005534979.1	hypothetical protein		16992080	CYME_CMA031C	2100	699	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	97426	98640	+						16992078	CYME_CMA033C	1215		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	97426	98640	+	XM_005534980.1		XP_005535037.1	hypothetical protein, conserved		16992078	CYME_CMA033C	1215	1215	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	97426	98640	+	XP_005535037.1		XM_005534980.1	hypothetical protein, conserved		16992078	CYME_CMA033C	1215	404	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	101846	103429	+						16992077	CYME_CMA034C	1584		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	101846	103429	+	XM_005534981.1		XP_005535038.1	hypothetical protein		16992077	CYME_CMA034C	1584	1584	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	101846	103429	+	XP_005535038.1		XM_005534981.1	hypothetical protein		16992077	CYME_CMA034C	1584	527	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	104091	105335	-						16992076	CYME_CMA035C	1245		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	104091	105335	-	XM_005534982.1		XP_005535039.1	probable mRNA guanylyltransferase		16992076	CYME_CMA035C	1245	1245	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	104091	105335	-	XP_005535039.1		XM_005534982.1	probable mRNA guanylyltransferase		16992076	CYME_CMA035C	1245	414	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	107389	108162	+						16992075	CYME_CMA036C	774		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	107389	108162	+	XM_005534983.1		XP_005535040.1	similar to tubulin folding cofactor B		16992075	CYME_CMA036C	774	774	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	107389	108162	+	XP_005535040.1		XM_005534983.1	similar to tubulin folding cofactor B		16992075	CYME_CMA036C	774	257	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	111594	112439	-						16992074	CYME_CMA037C	846		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	111594	112439	-	XM_005534984.1		XP_005535041.1	hypothetical protein		16992074	CYME_CMA037C	846	846	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	111594	112439	-	XP_005535041.1		XM_005534984.1	hypothetical protein		16992074	CYME_CMA037C	846	281	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	114227	114838	-						16992213	CYME_CMA039C	612		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	114227	114838	-	XM_005534985.1		XP_005535042.1	hypothetical protein		16992213	CYME_CMA039C	612	612	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	114227	114838	-	XP_005535042.1		XM_005534985.1	hypothetical protein		16992213	CYME_CMA039C	612	203	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	115333	116844	+						16992203	CYME_CMA040C	1512		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	115333	116844	+	XM_005534986.1		XP_005535043.1	citrate synthase		16992203	CYME_CMA040C	1512	1512	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	115333	116844	+	XP_005535043.1		XM_005534986.1	citrate synthase		16992203	CYME_CMA040C	1512	503	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	117804	118871	-						16992202	CYME_CMA041C	1068		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	117804	118871	-	XM_005534987.1		XP_005535044.1	UDP-glucose 4-epimerase		16992202	CYME_CMA041C	1068	1068	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	117804	118871	-	XP_005535044.1		XM_005534987.1	UDP-glucose 4-epimerase		16992202	CYME_CMA041C	1068	355	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	120761	122077	+						16992201	CYME_CMA042C	1317		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	120761	122077	+	XM_005534988.1		XP_005535045.1	acetyl-CoA acetyltransferase		16992201	CYME_CMA042C	1317	1317	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	120761	122077	+	XP_005535045.1		XM_005534988.1	acetyl-CoA acetyltransferase		16992201	CYME_CMA042C	1317	438	
gene	misc_RNA	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	123283	126055	-						16992200	CYME_CMA043T	2773		
misc_RNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	123283	126055	-	XR_002461192.1			hypothetical transcript		16992200	CYME_CMA043T	2773	2773	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	126137	127933	+						16992199	CYME_CMA044C	1797		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	126137	127933	+	XM_005534989.1		XP_005535046.1	cryptochrome DASH		16992199	CYME_CMA044C	1797	1797	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	126137	127933	+	XP_005535046.1		XM_005534989.1	cryptochrome DASH		16992199	CYME_CMA044C	1797	598	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	129010	130992	-						16992198	CYME_CMA045C	1983		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	129010	130992	-	XM_005534990.1		XP_005535047.1	hypothetical protein		16992198	CYME_CMA045C	1983	1983	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	129010	130992	-	XP_005535047.1		XM_005534990.1	hypothetical protein		16992198	CYME_CMA045C	1983	660	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	134413	136068	+						16992197	CYME_CMA046C	1656		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	134413	136068	+	XM_005534991.1		XP_005535048.1	hypothetical protein, conserved		16992197	CYME_CMA046C	1656	1656	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	134413	136068	+	XP_005535048.1		XM_005534991.1	hypothetical protein, conserved		16992197	CYME_CMA046C	1656	551	
gene	misc_RNA	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	135296	136876	-						16992196	CYME_CMA047T	1581		
misc_RNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	135296	136876	-	XR_002461193.1			hypothetical transcript		16992196	CYME_CMA047T	1581	1581	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	141465	143096	+						16992195	CYME_CMA048C	1632		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	141465	143096	+	XM_005534992.1		XP_005535049.1	3-phosphoshikimate 1-carboxyvinyltransferase, chloroplast precursor		16992195	CYME_CMA048C	1632	1632	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	141465	143096	+	XP_005535049.1		XM_005534992.1	3-phosphoshikimate 1-carboxyvinyltransferase, chloroplast precursor		16992195	CYME_CMA048C	1632	543	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	143862	145985	-						16992205	CYME_CMA050C	2124		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	143862	145985	-	XM_005534993.1		XP_005535050.1	hypothetical protein, conserved		16992205	CYME_CMA050C	2124	2124	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	143862	145985	-	XP_005535050.1		XM_005534993.1	hypothetical protein, conserved		16992205	CYME_CMA050C	2124	707	
gene	misc_RNA	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	147269	148978	-						16992193	CYME_CMA051T	1710		
misc_RNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	147269	148978	-	XR_002461194.1			hypothetical transcript		16992193	CYME_CMA051T	1710	1710	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	149322	151832	-						16992192	CYME_CMA052C	2511		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	149322	151832	-	XM_005534994.1		XP_005535051.1	probable ornithine decarboxylase		16992192	CYME_CMA052C	2511	2511	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	149322	151832	-	XP_005535051.1		XM_005534994.1	probable ornithine decarboxylase		16992192	CYME_CMA052C	2511	836	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	155655	164312	+						16992191	CYME_CMA053C	8658		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	155655	164312	+	XM_005534995.1		XP_005535052.1	hypothetical protein		16992191	CYME_CMA053C	8658	8658	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	155655	164312	+	XP_005535052.1		XM_005534995.1	hypothetical protein		16992191	CYME_CMA053C	8658	2885	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	167569	168504	-						16992190	CYME_CMA054C	936		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	167569	168504	-	XM_005534996.1		XP_005535053.1	hypothetical protein		16992190	CYME_CMA054C	936	936	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	167569	168504	-	XP_005535053.1		XM_005534996.1	hypothetical protein		16992190	CYME_CMA054C	936	311	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	173043	176150	+						16992188	CYME_CMA056C	3108		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	173043	176150	+	XM_005534997.1		XP_005535054.1	unknown kinase with aarF domain, fused with possible beta-lactamase		16992188	CYME_CMA056C	3108	3108	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	173043	176150	+	XP_005535054.1		XM_005534997.1	unknown kinase with aarF domain, fused with possible beta-lactamase		16992188	CYME_CMA056C	3108	1035	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	177698	182170	+						16992186	CYME_CMA059C	4473		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	177698	182170	+	XM_005534998.1		XP_005535055.1	probable viral mRNA translation inhibitor SKI2		16992186	CYME_CMA059C	4473	4473	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	177698	182170	+	XP_005535055.1		XM_005534998.1	probable viral mRNA translation inhibitor SKI2		16992186	CYME_CMA059C	4473	1490	
gene	misc_RNA	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	178338	180517	-						16992184	CYME_CMA058T	2180		
misc_RNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	178338	180517	-	XR_002461195.1			hypothetical transcript		16992184	CYME_CMA058T	2180	2180	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	182649	183701	+						16992185	CYME_CMA060C	1053		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	182649	183701	+	XM_005534999.1		XP_005535056.1	hypothetical protein		16992185	CYME_CMA060C	1053	1053	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	182649	183701	+	XP_005535056.1		XM_005534999.1	hypothetical protein		16992185	CYME_CMA060C	1053	350	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	188555	190924	+						16992183	CYME_CMA061C	2370		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	188555	190924	+	XM_005535000.1		XP_005535057.1	heat shock protein of Hsp90 family		16992183	CYME_CMA061C	2370	2370	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	188555	190924	+	XP_005535057.1		XM_005535000.1	heat shock protein of Hsp90 family		16992183	CYME_CMA061C	2370	789	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	194512	196488	-						16992207	CYME_CMA062C	1977		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	194512	196488	-	XM_005535001.1		XP_005535058.1	DNA polymerase iota, RAD30		16992207	CYME_CMA062C	1977	1977	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	194512	196488	-	XP_005535058.1		XM_005535001.1	DNA polymerase iota, RAD30		16992207	CYME_CMA062C	1977	658	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	198671	199948	+						16992208	CYME_CMA063C	1278		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	198671	199948	+	XM_005535002.1		XP_005535059.1	hypothetical protein, conserved		16992208	CYME_CMA063C	1278	1278	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	198671	199948	+	XP_005535059.1		XM_005535002.1	hypothetical protein, conserved		16992208	CYME_CMA063C	1278	425	
gene	protein_coding	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	200022	201017	-						16992181	CYME_CMA064C	996		partial
mRNA		GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	200022	201017	-	XM_005535003.1		XP_005535060.1	hypothetical protein, conserved		16992181	CYME_CMA064C	996	996	partial
CDS	with_protein	GCF_000091205.1	Primary Assembly	chromosome	1	NC_010127.1	200022	201017	-	XP_005535060.1		XM_005535003.1	hypothetical protein, conserved		16992181	CYME_CMA064C	996	331	
