# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	50547	51983	-						3488005	PCHAS_010120	1437		partial;old_locus_tag=PC400436.00.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	50547	51983	-	XM_016797496.1		XP_016652963.1	CIR protein		3488005	PCHAS_010120	1056	1056	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	50547	51983	-	XP_016652963.1		XM_016797496.1	CIR protein		3488005	PCHAS_010120	1056	351	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	53390	53881	+						3496268	PCHAS_010130	492		partial;old_locus_tag=PC100051.00.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	53390	53881	+	XM_738075.1		XP_743168.1	schizont membrane associated cytoadherence protein, putative		3496268	PCHAS_010130	492	492	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	53390	53881	+	XP_743168.1		XM_738075.1	schizont membrane associated cytoadherence protein, putative		3496268	PCHAS_010130	492	163	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	56015	57430	+						3497834	PCHAS_010140	1416		partial;old_locus_tag=PC100859.00.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	56015	57430	+	XM_016797509.1		XP_016652964.1	Plasmodium exported protein, unknown function		3497834	PCHAS_010140	1221	1221	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	56015	57430	+	XP_016652964.1		XM_016797509.1	Plasmodium exported protein, unknown function		3497834	PCHAS_010140	1221	406	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	58537	62706	-						3497833	PCHAS_010150	4170		partial;old_locus_tag=PC000467.00.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	58537	62706	-	XM_739621.2		XP_744714.2	conserved Plasmodium protein, unknown function		3497833	PCHAS_010150	4170	4170	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	58537	62706	-	XP_744714.2		XM_739621.2	conserved Plasmodium protein, unknown function		3497833	PCHAS_010150	4170	1389	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	67218	71218	+						3499235	PCHAS_010160	4001		partial;old_locus_tag=PC000427.02.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	67218	71218	+	XM_741015.2		XP_746108.2	ATP-dependent RNA helicase, putative		3499235	PCHAS_010160	3882	3882	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	67218	71218	+	XP_746108.2		XM_741015.2	ATP-dependent RNA helicase, putative		3499235	PCHAS_010160	3882	1293	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	72336	73582	+						3499237	PCHAS_010170	1247		partial;old_locus_tag=PC000429.02.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	72336	73582	+	XM_016797528.1		XP_016652965.1	MYND finger protein, putative		3499237	PCHAS_010170	786	786	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	72336	73582	+	XP_016652965.1		XM_016797528.1	MYND finger protein, putative		3499237	PCHAS_010170	786	261	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	74559	75512	+						3499236	PCHAS_010180	954		partial;old_locus_tag=PC000428.02.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	74559	75512	+	XM_741016.2		XP_746109.2	liver merozoite formation protein, putative		3499236	PCHAS_010180	954	954	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	74559	75512	+	XP_746109.2		XM_741016.2	liver merozoite formation protein, putative		3499236	PCHAS_010180	954	317	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	76082	79257	-						3499234	PCHAS_010190	3176		partial;old_locus_tag=PC000426.02.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	76082	79257	-	XM_016797540.1		XP_016652966.1	elongation factor G, putative		3499234	PCHAS_010190	2820	2820	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	76082	79257	-	XP_016652966.1		XM_016797540.1	elongation factor G, putative		3499234	PCHAS_010190	2820	939	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	79947	81101	+						3492708	PCHAS_010200	1155		partial;old_locus_tag=PC301049.00.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	79947	81101	+	XM_734553.2		XP_739646.2	geranylgeranyltransferase, putative		3492708	PCHAS_010200	1155	1155	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	79947	81101	+	XP_739646.2		XM_734553.2	geranylgeranyltransferase, putative		3492708	PCHAS_010200	1155	384	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	81506	85882	-						3494883	PCHAS_010210	4377		partial;old_locus_tag=PC000968.02.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	81506	85882	-	XM_016797552.1		XP_016652967.1	conserved Plasmodium protein, unknown function		3494883	PCHAS_010210	3552	3552	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	81506	85882	-	XP_016652967.1		XM_016797552.1	conserved Plasmodium protein, unknown function		3494883	PCHAS_010210	3552	1183	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	88270	89640	-						27794532	PCHAS_010220	1371		partial
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	88270	89640	-	XM_016797560.1		XP_016652968.1	conserved Plasmodium protein, unknown function		27794532	PCHAS_010220	1371	1371	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	88270	89640	-	XP_016652968.1		XM_016797560.1	conserved Plasmodium protein, unknown function		27794532	PCHAS_010220	1371	456	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	90254	92284	+						3495165	PCHAS_010230	2031		partial;old_locus_tag=PC000228.03.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	90254	92284	+	XM_736985.2		XP_742078.2	conserved Plasmodium protein, unknown function		3495165	PCHAS_010230	2031	2031	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	90254	92284	+	XP_742078.2		XM_736985.2	conserved Plasmodium protein, unknown function		3495165	PCHAS_010230	2031	676	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	92678	94081	-						3488498	PCHAS_010240	1404		partial;old_locus_tag=PC000383.05.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	92678	94081	-	XM_016797582.1		XP_016652969.1	conserved Plasmodium protein, unknown function		3488498	PCHAS_010240	1281	1281	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	92678	94081	-	XP_016652969.1		XM_016797582.1	conserved Plasmodium protein, unknown function		3488498	PCHAS_010240	1281	426	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	95914	97413	+						3498107	PCHAS_010250	1500		partial;old_locus_tag=PC000506.04.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	95914	97413	+	XM_739894.2		XP_744987.2	conserved Plasmodium protein, unknown function		3498107	PCHAS_010250	1500	1500	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	95914	97413	+	XP_744987.2		XM_739894.2	conserved Plasmodium protein, unknown function		3498107	PCHAS_010250	1500	499	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	98633	100099	-						3498106	PCHAS_010260	1467		partial;old_locus_tag=PC000505.04.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	98633	100099	-	XM_016797599.1		XP_016652970.1	conserved Plasmodium protein, unknown function		3498106	PCHAS_010260	1467	1467	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	98633	100099	-	XP_016652970.1		XM_016797599.1	conserved Plasmodium protein, unknown function		3498106	PCHAS_010260	1467	488	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	102347	103771	+						3497257	PCHAS_010270	1425		partial;old_locus_tag=PC000268.03.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	102347	103771	+	XM_739050.1		XP_744143.1	mitochondrial chaperone BCS1, putative		3497257	PCHAS_010270	1425	1425	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	102347	103771	+	XP_744143.1		XM_739050.1	mitochondrial chaperone BCS1, putative		3497257	PCHAS_010270	1425	474	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	104403	105941	-						3497258	PCHAS_010280	1539		partial;old_locus_tag=PC000269.03.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	104403	105941	-	XM_739051.2		XP_744144.2	dihydroorotate dehydrogenase, putative		3497258	PCHAS_010280	1539	1539	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	104403	105941	-	XP_744144.2		XM_739051.2	dihydroorotate dehydrogenase, putative		3497258	PCHAS_010280	1539	512	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	107195	109855	-						3493603	PCHAS_010290	2661		partial;old_locus_tag=PC000690.00.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	107195	109855	-	XM_735438.2		XP_740531.2	trophozoite exported protein 1, putative		3493603	PCHAS_010290	2661	2661	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	107195	109855	-	XP_740531.2		XM_735438.2	trophozoite exported protein 1, putative		3493603	PCHAS_010290	2661	886	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	112821	114143	+						3492610	PCHAS_010300	1323		partial;old_locus_tag=PC000791.03.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	112821	114143	+	XM_734455.2		XP_739548.2	cation/H+ antiporter, putative		3492610	PCHAS_010300	1323	1323	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	112821	114143	+	XP_739548.2		XM_734455.2	cation/H+ antiporter, putative		3492610	PCHAS_010300	1323	440	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	114806	120604	-						3487284	PCHAS_010310	5799		partial;old_locus_tag=PC403399.00.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	114806	120604	-	XM_016797633.1		XP_016652971.1	conserved Plasmodium protein, unknown function		3487284	PCHAS_010310	5511	5511	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	114806	120604	-	XP_016652971.1		XM_016797633.1	conserved Plasmodium protein, unknown function		3487284	PCHAS_010310	5511	1836	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	122279	123703	+						3497815	PCHAS_010320	1425		partial;old_locus_tag=PC000809.01.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	122279	123703	+	XM_016797639.1		XP_016652972.1	phenylalanine--tRNA ligase, putative		3497815	PCHAS_010320	1425	1425	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	122279	123703	+	XP_016652972.1		XM_016797639.1	phenylalanine--tRNA ligase, putative		3497815	PCHAS_010320	1425	474	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	123818	131500	-						3496290	PCHAS_010330	7683		partial;old_locus_tag=PC000840.02.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	123818	131500	-	XM_016797648.1		XP_016652973.1	conserved Plasmodium protein, unknown function		3496290	PCHAS_010330	5502	5502	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	123818	131500	-	XP_016652973.1		XM_016797648.1	conserved Plasmodium protein, unknown function		3496290	PCHAS_010330	5502	1833	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	132252	133370	-						3493529	PCHAS_010340	1119		partial;old_locus_tag=PC302227.00.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	132252	133370	-	XM_735364.2		XP_740457.2	conserved Plasmodium protein, unknown function		3493529	PCHAS_010340	1119	1119	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	132252	133370	-	XP_740457.2		XM_735364.2	conserved Plasmodium protein, unknown function		3493529	PCHAS_010340	1119	372	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	134579	138775	-						27794533	PCHAS_010350	4197		partial
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	134579	138775	-	XM_016797656.1		XP_016652974.1	conserved Plasmodium protein, unknown function		27794533	PCHAS_010350	4197	4197	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	134579	138775	-	XP_016652974.1		XM_016797656.1	conserved Plasmodium protein, unknown function		27794533	PCHAS_010350	4197	1398	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	139816	144831	-						3498725	PCHAS_010360	5016		partial;old_locus_tag=PC000219.00.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	139816	144831	-	XM_740509.2		XP_745602.2	SPE2-interacting protein, putative		3498725	PCHAS_010360	5016	5016	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	139816	144831	-	XP_745602.2		XM_740509.2	SPE2-interacting protein, putative		3498725	PCHAS_010360	5016	1671	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	148525	149233	+						27794534	PCHAS_010370	709		partial
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	148525	149233	+	XM_016797672.1		XP_016652975.1	mitochondrial ribosomal protein L41 precursor, putative		27794534	PCHAS_010370	282	282	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	148525	149233	+	XP_016652975.1		XM_016797672.1	mitochondrial ribosomal protein L41 precursor, putative		27794534	PCHAS_010370	282	93	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	149900	151840	+						3487152	PCHAS_010380	1941		partial;old_locus_tag=PC301703.00.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	149900	151840	+	XM_729083.2		XP_734176.2	conserved Plasmodium protein, unknown function		3487152	PCHAS_010380	1941	1941	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	149900	151840	+	XP_734176.2		XM_729083.2	conserved Plasmodium protein, unknown function		3487152	PCHAS_010380	1941	646	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	152629	153690	+						27794535	PCHAS_010390	1062		partial
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	152629	153690	+	XM_016797683.1		XP_016652976.1	conserved Plasmodium protein, unknown function		27794535	PCHAS_010390	582	582	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	152629	153690	+	XP_016652976.1		XM_016797683.1	conserved Plasmodium protein, unknown function		27794535	PCHAS_010390	582	193	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	156457	162777	+						3496243	PCHAS_010400	6321		partial;old_locus_tag=PC001102.02.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	156457	162777	+	XM_016797690.1		XP_016652977.1	conserved Plasmodium protein, unknown function		3496243	PCHAS_010400	6000	6000	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	156457	162777	+	XP_016652977.1		XM_016797690.1	conserved Plasmodium protein, unknown function		3496243	PCHAS_010400	6000	1999	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	163321	164757	-						3496242	PCHAS_010410	1437		partial;old_locus_tag=PC001101.02.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	163321	164757	-	XM_738048.2		XP_743141.2	glyoxalase I, putative		3496242	PCHAS_010410	930	930	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	163321	164757	-	XP_743141.2		XM_738048.2	glyoxalase I, putative		3496242	PCHAS_010410	930	309	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	165524	169657	-						3496822	PCHAS_010420	4134		partial;old_locus_tag=PC108665.00.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	165524	169657	-	XM_738622.2		XP_743715.2	RAP protein, putative		3496822	PCHAS_010420	4134	4134	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	165524	169657	-	XP_743715.2		XM_738622.2	RAP protein, putative		3496822	PCHAS_010420	4134	1377	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	170463	171047	-						27794536	PCHAS_010430	585		partial
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	170463	171047	-	XM_016797708.1		XP_016652978.1	conserved Plasmodium protein, unknown function		27794536	PCHAS_010430	285	285	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	170463	171047	-	XP_016652978.1		XM_016797708.1	conserved Plasmodium protein, unknown function		27794536	PCHAS_010430	285	94	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	171704	172288	+						3496821	PCHAS_010440	585		partial;old_locus_tag=PC000783.04.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	171704	172288	+	XM_738621.1		XP_743714.1	50S ribosomal protein L24, putative		3496821	PCHAS_010440	585	585	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	171704	172288	+	XP_743714.1		XM_738621.1	50S ribosomal protein L24, putative		3496821	PCHAS_010440	585	194	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	175567	177741	+						3497750	PCHAS_010450	2175		partial;old_locus_tag=PC000063.02.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	175567	177741	+	XM_739538.2		XP_744631.2	RNA-binding protein, putative		3497750	PCHAS_010450	2175	2175	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	175567	177741	+	XP_744631.2		XM_739538.2	RNA-binding protein, putative		3497750	PCHAS_010450	2175	724	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	178689	180034	-						3497751	PCHAS_010460	1346		partial;old_locus_tag=PC000064.02.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	178689	180034	-	XM_739539.1		XP_744632.1	conserved Plasmodium protein, unknown function		3497751	PCHAS_010460	636	636	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	178689	180034	-	XP_744632.1		XM_739539.1	conserved Plasmodium protein, unknown function		3497751	PCHAS_010460	636	211	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	180881	182333	+						3497752	PCHAS_010470	1453		partial;old_locus_tag=PC000065.02.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	180881	182333	+	XM_016797733.1		XP_016652979.1	serine/threonine protein kinase, putative		3497752	PCHAS_010470	1062	1062	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	180881	182333	+	XP_016652979.1		XM_016797733.1	serine/threonine protein kinase, putative		3497752	PCHAS_010470	1062	353	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	182921	183394	-						3497623	PCHAS_010480	474		partial;old_locus_tag=PC000330.00.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	182921	183394	-	XM_739416.1		XP_744509.1	calcium-binding protein, putative		3497623	PCHAS_010480	474	474	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	182921	183394	-	XP_744509.1		XM_739416.1	calcium-binding protein, putative		3497623	PCHAS_010480	474	157	
gene	protein_coding	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	183598	185573	-						3497622	PCHAS_010490	1976		partial;old_locus_tag=PC000329.00.0
mRNA		GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	183598	185573	-	XM_739415.2		XP_744508.2	cyclin dependent kinase binding protein, putative		3497622	PCHAS_010490	1779	1779	partial
CDS	with_protein	GCF_900002335.2	Primary Assembly	chromosome	1	NC_030101.1	183598	185573	-	XP_744508.2		XM_739415.2	cyclin dependent kinase binding protein, putative		3497622	PCHAS_010490	1779	592	
