# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477084.1	112	279	+						5696674	GL50803_118181	168		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477084.1	112	279	+	XM_001703773.1		XP_001703825.1	VSP, putative		5696674	GL50803_118181	168	168	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477084.1	112	279	+	XP_001703825.1		XM_001703773.1	VSP, putative		5696674	GL50803_118181	168	55	
gene	tRNA_pseudogene	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	2267	2362	+						5697952	GL50803_t0050	96		pseudo
tRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	2267	2362	+				tRNA-Gln		5697952	GL50803_t0050	70		pseudo
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	3320	6430	-						5697944	GL50803_114535	3111		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	3320	6430	-	XM_001704975.1		XP_001705027.1	Kinase, NEK		5697944	GL50803_114535	3111	3111	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	3320	6430	-	XP_001705027.1		XM_001704975.1	Kinase, NEK		5697944	GL50803_114535	3111	1036	
gene	tRNA_pseudogene	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	7465	7560	-						5697910	GL50803_t0051	96		pseudo
tRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	7465	7560	-				tRNA-Gln		5697910	GL50803_t0051	70		pseudo
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	13375	13590	+						5697953	GL50803_27973	216		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	13375	13590	+	XM_001704976.1		XP_001705028.1	Hypothetical protein		5697953	GL50803_27973	216	216	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	13375	13590	+	XP_001705028.1		XM_001704976.1	hypothetical protein		5697953	GL50803_27973	216	71	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	14508	14762	+						5697933	GL50803_22433	255		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	14508	14762	+	XM_001704977.1		XP_001705029.1	Hypothetical protein		5697933	GL50803_22433	255	255	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	14508	14762	+	XP_001705029.1		XM_001704977.1	hypothetical protein		5697933	GL50803_22433	255	84	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	14580	14711	-						5697912	GL50803_6782	132		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	14580	14711	-	XM_001704978.1		XP_001705030.1	Hypothetical protein		5697912	GL50803_6782	132	132	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	14580	14711	-	XP_001705030.1		XM_001704978.1	hypothetical protein		5697912	GL50803_6782	132	43	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	18158	18463	+						5697911	GL50803_25713	306		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	18158	18463	+	XM_001704979.1		XP_001705031.1	Hypothetical protein		5697911	GL50803_25713	306	306	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	18158	18463	+	XP_001705031.1		XM_001704979.1	hypothetical protein		5697911	GL50803_25713	306	101	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	18417	20111	+						5697900	GL50803_32419	1695		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	18417	20111	+	XM_001704980.1		XP_001705032.1	Hypothetical protein		5697900	GL50803_32419	1695	1695	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	18417	20111	+	XP_001705032.1		XM_001704980.1	hypothetical protein		5697900	GL50803_32419	1695	564	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	20198	20710	-						5697901	GL50803_17524	513		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	20198	20710	-	XM_001704981.1		XP_001705033.1	Hypothetical protein		5697901	GL50803_17524	513	513	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	20198	20710	-	XP_001705033.1		XM_001704981.1	hypothetical protein		5697901	GL50803_17524	513	170	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	20780	21940	+						5697902	GL50803_21498	1161		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	20780	21940	+	XM_001704982.1		XP_001705034.1	Serine/threonine protein phosphatase 5		5697902	GL50803_21498	1161	1161	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	20780	21940	+	XP_001705034.1		XM_001704982.1	Serine/threonine protein phosphatase 5		5697902	GL50803_21498	1161	386	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	22136	23242	-						5697903	GL50803_32686	1107		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	22136	23242	-	XM_001704983.1		XP_001705035.1	Hypothetical protein		5697903	GL50803_32686	1107	1107	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	22136	23242	-	XP_001705035.1		XM_001704983.1	hypothetical protein		5697903	GL50803_32686	1107	368	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	23346	24062	-						5697904	GL50803_6679	717		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	23346	24062	-	XM_001704984.1		XP_001705036.1	Hypothetical protein		5697904	GL50803_6679	717	717	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	23346	24062	-	XP_001705036.1		XM_001704984.1	hypothetical protein		5697904	GL50803_6679	717	238	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	23748	24050	+						5697905	GL50803_39537	303		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	23748	24050	+	XM_001704985.1		XP_001705037.1	Hypothetical protein		5697905	GL50803_39537	303	303	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	23748	24050	+	XP_001705037.1		XM_001704985.1	hypothetical protein		5697905	GL50803_39537	303	100	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	24203	25252	-						5697906	GL50803_6680	1050		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	24203	25252	-	XM_001704986.1		XP_001705038.1	Kinase, NEK		5697906	GL50803_6680	1050	1050	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	24203	25252	-	XP_001705038.1		XM_001704986.1	Kinase, NEK		5697906	GL50803_6680	1050	349	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	26478	32198	-						5697907	GL50803_17527	5721		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	26478	32198	-	XM_001704987.1		XP_001705039.1	Hypothetical protein		5697907	GL50803_17527	5721	5721	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	26478	32198	-	XP_001705039.1		XM_001704987.1	hypothetical protein		5697907	GL50803_17527	5721	1906	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	32210	34057	-						5697908	GL50803_6685	1848		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	32210	34057	-	XM_001704988.1		XP_001705040.1	Hypothetical protein		5697908	GL50803_6685	1848	1848	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	32210	34057	-	XP_001705040.1		XM_001704988.1	hypothetical protein		5697908	GL50803_6685	1848	615	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	34152	35441	+						5697909	GL50803_6686	1290		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	34152	35441	+	XM_001704989.1		XP_001705041.1	Hypothetical protein		5697909	GL50803_6686	1290	1290	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	34152	35441	+	XP_001705041.1		XM_001704989.1	hypothetical protein		5697909	GL50803_6686	1290	429	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	35479	36489	-						5697913	GL50803_6687	1011		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	35479	36489	-	XM_001704990.1		XP_001705042.1	Glyceraldehyde 3-phosphate dehydrogenase		5697913	GL50803_6687	1011	1011	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	35479	36489	-	XP_001705042.1		XM_001704990.1	Glyceraldehyde 3-phosphate dehydrogenase		5697913	GL50803_6687	1011	336	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	35669	36517	+						5697914	GL50803_20836	849		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	35669	36517	+	XM_001704991.1		XP_001705043.1	Hypothetical protein		5697914	GL50803_20836	849	849	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	35669	36517	+	XP_001705043.1		XM_001704991.1	hypothetical protein		5697914	GL50803_20836	849	282	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	36160	36660	+						5697915	GL50803_32421	501		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	36160	36660	+	XM_001704992.1		XP_001705044.1	Hypothetical protein		5697915	GL50803_32421	501	501	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	36160	36660	+	XP_001705044.1		XM_001704992.1	hypothetical protein		5697915	GL50803_32421	501	166	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	36824	37072	-						5697916	GL50803_6690	249		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	36824	37072	-	XM_001704993.1		XP_001705045.1	Hypothetical protein		5697916	GL50803_6690	249	249	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	36824	37072	-	XP_001705045.1		XM_001704993.1	hypothetical protein		5697916	GL50803_6690	249	82	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	36996	37643	-						5697917	GL50803_6691	648		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	36996	37643	-	XM_001704994.1		XP_001705046.1	GA binding protein beta-1 chain		5697917	GL50803_6691	648	648	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	36996	37643	-	XP_001705046.1		XM_001704994.1	GA binding protein beta-1 chain		5697917	GL50803_6691	648	215	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	37260	37625	+						5697928	GL50803_39524	366		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	37260	37625	+	XM_001704995.1		XP_001705047.1	Hypothetical protein		5697928	GL50803_39524	366	366	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	37260	37625	+	XP_001705047.1		XM_001704995.1	hypothetical protein		5697928	GL50803_39524	366	121	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	37707	38429	+						5697929	GL50803_21502	723		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	37707	38429	+	XM_001704996.1		XP_001705048.1	Kinase, putative		5697929	GL50803_21502	723	723	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	37707	38429	+	XP_001705048.1		XM_001704996.1	Kinase, putative		5697929	GL50803_21502	723	240	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	38612	39640	-						5697930	GL50803_17529	1029		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	38612	39640	-	XM_001704997.1		XP_001705049.1	Hypothetical protein		5697930	GL50803_17529	1029	1029	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	38612	39640	-	XP_001705049.1		XM_001704997.1	hypothetical protein		5697930	GL50803_17529	1029	342	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	39777	40370	-						5697931	GL50803_3158	594		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	39777	40370	-	XM_001704998.1		XP_001705050.1	Hypothetical protein		5697931	GL50803_3158	594	594	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	39777	40370	-	XP_001705050.1		XM_001704998.1	hypothetical protein		5697931	GL50803_3158	594	197	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	40429	42504	+						5697932	GL50803_3157	2076		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	40429	42504	+	XM_001704999.1		XP_001705051.1	Hypothetical protein		5697932	GL50803_3157	2076	2076	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	40429	42504	+	XP_001705051.1		XM_001704999.1	hypothetical protein		5697932	GL50803_3157	2076	691	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	42738	43001	-						5697918	GL50803_3154	264		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	42738	43001	-	XM_001705000.1		XP_001705052.1	Hypothetical protein		5697918	GL50803_3154	264	264	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	42738	43001	-	XP_001705052.1		XM_001705000.1	hypothetical protein		5697918	GL50803_3154	264	87	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	43025	45010	+						5697919	GL50803_17530	1986		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	43025	45010	+	XM_001705001.1		XP_001705053.1	Hypothetical protein		5697919	GL50803_17530	1986	1986	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	43025	45010	+	XP_001705053.1		XM_001705001.1	hypothetical protein		5697919	GL50803_17530	1986	661	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	45059	46474	-						5697920	GL50803_17531	1416		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	45059	46474	-	XM_001705002.1		XP_001705054.1	Hypothetical protein		5697920	GL50803_17531	1416	1416	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	45059	46474	-	XP_001705054.1		XM_001705002.1	hypothetical protein		5697920	GL50803_17531	1416	471	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	46595	47455	-						5697921	GL50803_7896	861		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	46595	47455	-	XM_001705003.1		XP_001705055.1	26S proteasome non-ATPase regulatory subunit 7		5697921	GL50803_7896	861	861	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	46595	47455	-	XP_001705055.1		XM_001705003.1	26S proteasome non-ATPase regulatory subunit 7		5697921	GL50803_7896	861	286	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	47995	48633	+						5697922	GL50803_7893	639		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	47995	48633	+	XM_001705004.1		XP_001705056.1	Hypothetical protein		5697922	GL50803_7893	639	639	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	47995	48633	+	XP_001705056.1		XM_001705004.1	hypothetical protein		5697922	GL50803_7893	639	212	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	48797	49138	+						5697923	GL50803_39528	342		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	48797	49138	+	XM_001705005.1		XP_001705057.1	Hypothetical protein		5697923	GL50803_39528	342	342	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	48797	49138	+	XP_001705057.1		XM_001705005.1	hypothetical protein		5697923	GL50803_39528	342	113	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	50489	52309	+						5697924	GL50803_7891	1821		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	50489	52309	+	XM_001705006.1		XP_001705058.1	Hypothetical protein		5697924	GL50803_7891	1821	1821	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	50489	52309	+	XP_001705058.1		XM_001705006.1	hypothetical protein		5697924	GL50803_7891	1821	606	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	52487	56590	+						5697925	GL50803_7890	4104		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	52487	56590	+	XM_001705007.1		XP_001705059.1	Transcriptional regulator ATRX, putative		5697925	GL50803_7890	4104	4104	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	52487	56590	+	XP_001705059.1		XM_001705007.1	Transcriptional regulator ATRX, putative		5697925	GL50803_7890	4104	1367	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	56460	56786	+						5697926	GL50803_20841	327		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	56460	56786	+	XM_001705008.1		XP_001705060.1	Hypothetical protein		5697926	GL50803_20841	327	327	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	56460	56786	+	XP_001705060.1		XM_001705008.1	hypothetical protein		5697926	GL50803_20841	327	108	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	56618	58255	-						5697927	GL50803_14578	1638		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	56618	58255	-	XM_001705009.1		XP_001705061.1	Kinase		5697927	GL50803_14578	1638	1638	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	56618	58255	-	XP_001705061.1		XM_001705009.1	Kinase		5697927	GL50803_14578	1638	545	
gene	tRNA	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	58271	58342	-						5697934	GL50803_t0052	72		
tRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	58271	58342	-				tRNA-His		5697934	GL50803_t0052	72		
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	58484	58744	-						5697935	GL50803_7887	261		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	58484	58744	-	XM_001705010.1		XP_001705062.1	Hypothetical protein		5697935	GL50803_7887	261	261	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	58484	58744	-	XP_001705062.1		XM_001705010.1	hypothetical protein		5697935	GL50803_7887	261	86	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	59115	59444	+						5697936	GL50803_39513	330		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	59115	59444	+	XM_001705011.1		XP_001705063.1	Hypothetical protein		5697936	GL50803_39513	330	330	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	59115	59444	+	XP_001705063.1		XM_001705011.1	hypothetical protein		5697936	GL50803_39513	330	109	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	59275	61890	-						5697937	GL50803_21505	2616		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	59275	61890	-	XM_001705012.1		XP_001705064.1	Protein 21.1		5697937	GL50803_21505	2616	2616	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	59275	61890	-	XP_001705064.1		XM_001705012.1	Protein 21.1		5697937	GL50803_21505	2616	871	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	63041	63268	+						5697938	GL50803_31094	228		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	63041	63268	+	XM_001705013.1		XP_001705065.1	Hypothetical protein		5697938	GL50803_31094	228	228	partial
CDS	with_protein	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	63041	63268	+	XP_001705065.1		XM_001705013.1	hypothetical protein		5697938	GL50803_31094	228	75	
gene	protein_coding	GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	63149	63835	-						5697939	GL50803_15918	687		partial
mRNA		GCF_000002435.1	Primary Assembly	unplaced scaffold		NW_002477085.1	63149	63835	-	XM_001705014.1		XP_001705066.1	Hypothetical protein		5697939	GL50803_15918	687	687	partial
