# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	36407	37291	-	XP_011385999.1		XM_011387697.1	uncharacterized protein		23561433	UMAG_00013	885	294	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	39379	41016	+						23568138	UMAG_15048	1638		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	39379	41016	+	XM_011388558.1		XP_011386860.1	uncharacterized protein		23568138	UMAG_15048	1434	1434	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	39379	41016	+	XP_011386860.1		XM_011388558.1	uncharacterized protein		23568138	UMAG_15048	1434	477	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	41189	42778	-						23567847	UMAG_12080	1590		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	41189	42778	-	XM_011388522.1		XP_011386824.1	uncharacterized protein		23567847	UMAG_12080	1590	1590	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	41189	42778	-	XP_011386824.1		XM_011388522.1	uncharacterized protein		23567847	UMAG_12080	1590	529	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	44221	45111	+						23561434	UMAG_00017	891		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	44221	45111	+	XM_011387698.1		XP_011386000.1	uncharacterized protein		23561434	UMAG_00017	891	891	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	44221	45111	+	XP_011386000.1		XM_011387698.1	uncharacterized protein		23561434	UMAG_00017	891	296	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	46118	48670	+						23566076	UMAG_10000	2553		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	46118	48670	+	XM_011388288.1		XP_011386590.1	uncharacterized protein		23566076	UMAG_10000	2553	2553	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	46118	48670	+	XP_011386590.1		XM_011388288.1	uncharacterized protein		23566076	UMAG_10000	2553	850	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	48714	49541	-						23566077	UMAG_10001	828		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	48714	49541	-	XM_011388289.1		XP_011386591.1	uncharacterized protein		23566077	UMAG_10001	828	828	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	48714	49541	-	XP_011386591.1		XM_011388289.1	uncharacterized protein		23566077	UMAG_10001	828	275	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	49932	51194	-						23566078	UMAG_10002	1263		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	49932	51194	-	XM_011388290.1		XP_011386592.1	uncharacterized protein		23566078	UMAG_10002	1263	1263	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	49932	51194	-	XP_011386592.1		XM_011388290.1	uncharacterized protein		23566078	UMAG_10002	1263	420	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	52102	52944	+						23561435	UMAG_00020	843		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	52102	52944	+	XM_011387699.1		XP_011386001.1	uncharacterized protein		23561435	UMAG_00020	843	843	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	52102	52944	+	XP_011386001.1		XM_011387699.1	uncharacterized protein		23561435	UMAG_00020	843	280	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	53527	53835	-						23566079	UMAG_10003	309		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	53527	53835	-	XM_011388291.1		XP_011386593.1	uncharacterized protein		23566079	UMAG_10003	174	174	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	53527	53835	-	XP_011386593.1		XM_011388291.1	uncharacterized protein		23566079	UMAG_10003	174	57	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	55090	56343	+						23566080	UMAG_10004	1254		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	55090	56343	+	XM_011388292.1		XP_011386594.1	uncharacterized protein		23566080	UMAG_10004	1155	1155	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	55090	56343	+	XP_011386594.1		XM_011388292.1	uncharacterized protein		23566080	UMAG_10004	1155	384	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	56469	57320	-						23567848	UMAG_12081	852		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	56469	57320	-	XM_011388523.1		XP_011386825.1	uncharacterized protein		23567848	UMAG_12081	852	852	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	56469	57320	-	XP_011386825.1		XM_011388523.1	uncharacterized protein		23567848	UMAG_12081	852	283	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	59131	61597	+						23566081	UMAG_10005	2467		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	59131	61597	+	XM_011388293.1		XP_011386595.1	uncharacterized protein		23566081	UMAG_10005	2370	2370	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	59131	61597	+	XP_011386595.1		XM_011388293.1	uncharacterized protein		23566081	UMAG_10005	2370	789	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	62267	63680	+						23566082	UMAG_10006	1414		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	62267	63680	+	XM_011388294.1		XP_011386596.1	uncharacterized protein		23566082	UMAG_10006	1251	1251	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	62267	63680	+	XP_011386596.1		XM_011388294.1	uncharacterized protein		23566082	UMAG_10006	1251	416	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	64253	65314	+						23566083	UMAG_10007	1062		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	64253	65314	+	XM_011388295.1		XP_011386597.1	uncharacterized protein		23566083	UMAG_10007	1062	1062	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	64253	65314	+	XP_011386597.1		XM_011388295.1	uncharacterized protein		23566083	UMAG_10007	1062	353	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	65682	66698	+						23566084	UMAG_10008	1017		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	65682	66698	+	XM_011388296.1		XP_011386598.1	uncharacterized protein		23566084	UMAG_10008	1017	1017	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	65682	66698	+	XP_011386598.1		XM_011388296.1	uncharacterized protein		23566084	UMAG_10008	1017	338	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	66888	68297	-						23561436	UMAG_00025	1410		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	66888	68297	-	XM_011387700.1		XP_011386002.1	uncharacterized protein		23561436	UMAG_00025	1410	1410	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	66888	68297	-	XP_011386002.1		XM_011387700.1	uncharacterized protein		23561436	UMAG_00025	1410	469	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	71152	72279	+						23561437	UMAG_00026	1128		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	71152	72279	+	XM_011387701.1		XP_011386003.1	uncharacterized protein		23561437	UMAG_00026	1128	1128	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	71152	72279	+	XP_011386003.1		XM_011387701.1	uncharacterized protein		23561437	UMAG_00026	1128	375	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	73005	73844	+						23561438	UMAG_00027	840		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	73005	73844	+	XM_011387702.1		XP_011386004.1	uncharacterized protein		23561438	UMAG_00027	750	750	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	73005	73844	+	XP_011386004.1		XM_011387702.1	uncharacterized protein		23561438	UMAG_00027	750	249	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	75338	76188	+						23561439	UMAG_00028	851		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	75338	76188	+	XM_011387703.1		XP_011386005.1	uncharacterized protein		23561439	UMAG_00028	570	570	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	75338	76188	+	XP_011386005.1		XM_011387703.1	uncharacterized protein		23561439	UMAG_00028	570	189	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	76463	77461	-						23561440	UMAG_00029	999		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	76463	77461	-	XM_011387704.1		XP_011386006.1	putative myo-inositol oxygenase		23561440	UMAG_00029	999	999	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	76463	77461	-	XP_011386006.1		XM_011387704.1	putative myo-inositol oxygenase		23561440	UMAG_00029	999	332	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	78721	80739	-						23561441	UMAG_00030	2019		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	78721	80739	-	XM_011387705.1		XP_011386007.1	uncharacterized protein		23561441	UMAG_00030	2019	2019	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	78721	80739	-	XP_011386007.1		XM_011387705.1	uncharacterized protein		23561441	UMAG_00030	2019	672	
gene	tRNA	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	81245	81327	-						23568188	UMAG_16001	83		
tRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	81245	81327	-				tRNA-Ala		23568188	UMAG_16001	73		
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	82101	83639	+						23561442	UMAG_00031	1539		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	82101	83639	+	XM_011387706.1		XP_011386008.1	uncharacterized protein		23561442	UMAG_00031	1539	1539	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	82101	83639	+	XP_011386008.1		XM_011387706.1	uncharacterized protein		23561442	UMAG_00031	1539	512	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	83967	84472	+						23561443	UMAG_00032	506		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	83967	84472	+	XM_011387707.1		XP_011386009.1	uncharacterized protein		23561443	UMAG_00032	429	429	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	83967	84472	+	XP_011386009.1		XM_011387707.1	uncharacterized protein		23561443	UMAG_00032	429	142	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	85254	89048	+						23566085	UMAG_10009	3795		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	85254	89048	+	XM_011388297.1		XP_011386599.1	uncharacterized protein		23566085	UMAG_10009	3795	3795	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	85254	89048	+	XP_011386599.1		XM_011388297.1	uncharacterized protein		23566085	UMAG_10009	3795	1264	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	90753	92588	+						23561444	UMAG_00034	1836		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	90753	92588	+	XM_011387708.1		XP_011386010.1	putative mfs-multidrug-resistance transporter		23561444	UMAG_00034	1836	1836	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	90753	92588	+	XP_011386010.1		XM_011387708.1	putative mfs-multidrug-resistance transporter		23561444	UMAG_00034	1836	611	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	93099	93815	+						23566086	UMAG_10010	717		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	93099	93815	+	XM_011388298.1		XP_011386600.1	succinate dehydrogenase assembly factor SDH5		23566086	UMAG_10010	717	717	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	93099	93815	+	XP_011386600.1		XM_011388298.1	succinate dehydrogenase assembly factor SDH5		23566086	UMAG_10010	717	238	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	94510	95181	-						23561445	UMAG_00036	672		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	94510	95181	-	XM_011387709.1		XP_011386011.1	uncharacterized protein		23561445	UMAG_00036	672	672	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	94510	95181	-	XP_011386011.1		XM_011387709.1	uncharacterized protein		23561445	UMAG_00036	672	223	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	96185	97849	-						23561446	UMAG_00037	1665		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	96185	97849	-	XM_011387710.1		XP_011386012.1	uncharacterized protein		23561446	UMAG_00037	1665	1665	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	96185	97849	-	XP_011386012.1		XM_011387710.1	uncharacterized protein		23561446	UMAG_00037	1665	554	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	99076	100437	+						23561447	UMAG_00038	1362		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	99076	100437	+	XM_011387711.1		XP_011386013.1	uncharacterized protein		23561447	UMAG_00038	1362	1362	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	99076	100437	+	XP_011386013.1		XM_011387711.1	uncharacterized protein		23561447	UMAG_00038	1362	453	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	100547	101497	-						23561448	UMAG_00039	951		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	100547	101497	-	XM_011387712.1		XP_011386014.1	uncharacterized protein		23561448	UMAG_00039	951	951	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	100547	101497	-	XP_011386014.1		XM_011387712.1	uncharacterized protein		23561448	UMAG_00039	951	316	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	101923	102843	-						23561449	UMAG_00040	921		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	101923	102843	-	XM_011387713.1		XP_011386015.1	uncharacterized protein		23561449	UMAG_00040	921	921	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	101923	102843	-	XP_011386015.1		XM_011387713.1	uncharacterized protein		23561449	UMAG_00040	921	306	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	103263	105188	+						23561450	UMAG_00041	1926		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	103263	105188	+	XM_011387714.1		XP_011386016.1	uncharacterized protein		23561450	UMAG_00041	1926	1926	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	103263	105188	+	XP_011386016.1		XM_011387714.1	uncharacterized protein		23561450	UMAG_00041	1926	641	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	105772	108021	+						23561451	UMAG_00042	2250		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	105772	108021	+	XM_011387715.1		XP_011386017.1	uncharacterized protein		23561451	UMAG_00042	2250	2250	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	105772	108021	+	XP_011386017.1		XM_011387715.1	uncharacterized protein		23561451	UMAG_00042	2250	749	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	108268	111468	-						23561452	UMAG_00043	3201		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	108268	111468	-	XM_011387716.1		XP_011386018.1	uncharacterized protein		23561452	UMAG_00043	3201	3201	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	108268	111468	-	XP_011386018.1		XM_011387716.1	uncharacterized protein		23561452	UMAG_00043	3201	1066	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	113401	114732	-						23566087	UMAG_10011	1332		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	113401	114732	-	XM_011388299.1		XP_011386601.1	uncharacterized protein		23566087	UMAG_10011	1332	1332	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	113401	114732	-	XP_011386601.1		XM_011388299.1	uncharacterized protein		23566087	UMAG_10011	1332	443	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	115327	116462	+						23561453	UMAG_00045	1136		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	115327	116462	+	XM_011387717.1		XP_011386019.1	uncharacterized protein		23561453	UMAG_00045	1041	1041	partial
CDS	with_protein	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	115327	116462	+	XP_011386019.1		XM_011387717.1	uncharacterized protein		23561453	UMAG_00045	1041	346	
gene	protein_coding	GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	116604	117992	-						23561454	UMAG_00046	1389		partial
mRNA		GCF_000328475.2	Primary Assembly	chromosome	1	NC_026478.1	116604	117992	-	XM_011387718.1		XP_011386020.1	uncharacterized protein		23561454	UMAG_00046	1389	1389	partial
