# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	14025	16421	-	XM_012191065.1		XP_012046455.1	drug transporter		23883875	CNAG_00003	1752	1752	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	14115	16370	-	XP_012046455.1		XM_012191065.1	drug transporter		23883875	CNAG_00003	1611	536	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	16424	19876	-						23883876	CNAG_00004	3453		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	16424	19876	-	XM_012191066.1		XP_012046456.1	hypothetical protein		23883876	CNAG_00004	2576	2576	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	16736	19388	-	XP_012046456.1		XM_012191066.1	hypothetical protein		23883876	CNAG_00004	2064	687	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	20462	22871	-						23883877	CNAG_00005	2410		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	20462	22871	-	XM_012190756.1		XP_012046146.1	TPR repeat-containing protein		23883877	CNAG_00005	2354	2354	
gene	ncRNA	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	20522	22686	+						23890987	CNAG_12000	2165		
ncRNA	other	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	20522	22686	+	XR_001045287.1			hypothetical RNA		23890987	CNAG_12000	2056	2056	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	20906	22642	-	XP_012046146.1		XM_012190756.1	TPR repeat-containing protein		23883877	CNAG_00005	1737	578	
gene	ncRNA	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	23086	24767	+						23890988	CNAG_12001	1682		
ncRNA	other	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	23086	24767	+	XR_001045288.1			hypothetical RNA		23890988	CNAG_12001	1422	1422	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	24546	26154	-						23883878	CNAG_00006	1609		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	24546	26154	-	XM_012191067.1		XP_012046457.1	prohibitin-2		23883878	CNAG_00006	1250	1250	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	24790	26105	-	XP_012046457.1		XM_012191067.1	prohibitin-2		23883878	CNAG_00006	957	318	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	26281	28570	+						23883879	CNAG_00007	2290		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	26281	28570	+	XM_012191068.1		XP_012046458.1	methionine-tRNA ligase		23883879	CNAG_00007	1965	1965	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	26374	28447	+	XP_012046458.1		XM_012191068.1	methionine-tRNA ligase		23883879	CNAG_00007	1749	582	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	28550	32907	-						23883880	CNAG_00008	4358		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	28550	32907	-	XM_012190757.1		XP_012046147.1	hypothetical protein		23883880	CNAG_00008	3655	3655	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	28619	32831	-	XP_012046147.1		XM_012190757.1	hypothetical protein		23883880	CNAG_00008	3510	1169	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	33099	34872	+						23883881	CNAG_00009	1774		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	33099	34872	+	XM_012190758.1		XP_012046148.1	calcium-binding protein		23883881	CNAG_00009	1453	1453	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	33159	34577	+	XP_012046148.1		XM_012190758.1	calcium-binding protein		23883881	CNAG_00009	1098	365	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	35760	39836	-						23883882	CNAG_00010	4077		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	35760	39836	-	XM_012190759.1		XP_012046149.1	cation transporter		23883882	CNAG_00010	3647	3647	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	36020	39419	-	XP_012046149.1		XM_012190759.1	cation transporter		23883882	CNAG_00010	2970	989	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	40233	42271	+						23883883	CNAG_00011	2039		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	40233	42271	+	XM_012191069.1		XP_012046459.1	hypothetical protein		23883883	CNAG_00011	1243	1243	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	40321	42079	+	XP_012046459.1		XM_012191069.1	hypothetical protein		23883883	CNAG_00011	963	320	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	43265	44924	+						23883884	CNAG_00012	1660		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	43265	44924	+	XM_012191070.1		XP_012046460.1	hypothetical protein		23883884	CNAG_00012	1367	1367	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	43365	44818	+	XP_012046460.1		XM_012191070.1	hypothetical protein		23883884	CNAG_00012	1161	386	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	44568	47214	-						23883885	CNAG_00013	2647		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	44568	47214	-	XM_012191073.1		XP_012046463.1	hypothetical protein, variant 2		23883885	CNAG_00013	2386	2386	
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	44568	47214	-	XM_012191072.1		XP_012046462.1	hypothetical protein, variant 1		23883885	CNAG_00013	2389	2389	
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	44568	47214	-	XM_012191071.1		XP_012046461.1	hypothetical protein		23883885	CNAG_00013	2530	2530	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	45340	46007	-	XP_012046461.1		XM_012191071.1	hypothetical protein		23883885	CNAG_00013	615	204	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	45340	46007	-	XP_012046462.1		XM_012191072.1	hypothetical protein, variant 1		23883885	CNAG_00013	615	204	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	45340	46007	-	XP_012046463.1		XM_012191073.1	hypothetical protein, variant 2		23883885	CNAG_00013	615	204	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	46698	49627	+						23883886	CNAG_00014	2930		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	46698	49627	+	XM_012190760.1		XP_012046150.1	hypothetical protein		23883886	CNAG_00014	2690	2690	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	46824	48841	+	XP_012046150.1		XM_012190760.1	hypothetical protein		23883886	CNAG_00014	1842	613	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	50140	51491	+						23883887	CNAG_00015	1352		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	50140	51491	+	XM_012191074.1		XP_012046464.1	hypothetical protein		23883887	CNAG_00015	1273	1273	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	50476	51193	+	XP_012046464.1		XM_012191074.1	hypothetical protein		23883887	CNAG_00015	639	212	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	53261	54588	+						23883888	CNAG_00016	1328		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	53261	54588	+	XM_012190761.1		XP_012046151.1	U6 snRNA-associated Sm-like protein LSm5		23883888	CNAG_00016	943	943	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	53388	54027	+	XP_012046151.1		XM_012190761.1	U6 snRNA-associated Sm-like protein LSm5		23883888	CNAG_00016	255	84	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	54509	57772	-						23883889	CNAG_00017	3264		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	54509	57772	-	XM_012190762.1		XP_012046152.1	hypothetical protein		23883889	CNAG_00017	2903	2903	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	54702	57423	-	XP_012046152.1		XM_012190762.1	hypothetical protein		23883889	CNAG_00017	2361	786	
gene	ncRNA	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	57882	59000	+						23890989	CNAG_12002	1119		
ncRNA	other	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	57882	59000	+	XR_001045289.1			hypothetical RNA		23890989	CNAG_12002	1119	1119	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	59175	62003	+						23883890	CNAG_00018	2829		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	59175	62003	+	XM_012190763.1		XP_012046153.1	hypothetical protein		23883890	CNAG_00018	2583	2583	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	59229	61865	+	XP_012046153.1		XM_012190763.1	hypothetical protein		23883890	CNAG_00018	2391	796	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	61893	62653	-						23883891	CNAG_00019	761		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	61893	62653	-	XM_012191075.1		XP_012046465.1	mitochondrial import inner membrane translocase subunit TIM9		23883891	CNAG_00019	648	648	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	62033	62415	-	XP_012046465.1		XM_012191075.1	mitochondrial import inner membrane translocase subunit TIM9		23883891	CNAG_00019	270	89	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	62576	66485	+						23883892	CNAG_00020	3910		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	62576	66485	+	XM_012190764.1		XP_012046154.1	hypothetical protein		23883892	CNAG_00020	3270	3270	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	62588	66221	+	XP_012046154.1		XM_012190764.1	hypothetical protein		23883892	CNAG_00020	2994	997	
gene	ncRNA	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	64131	66222	-						23890990	CNAG_12003	2092		
ncRNA	other	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	64131	66222	-	XR_001045290.1			hypothetical RNA		23890990	CNAG_12003	2092	2092	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	66591	68644	-						23883893	CNAG_00021	2054		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	66591	68644	-	XM_012191076.1		XP_012046466.1	S-adenosylmethionine decarboxylase proenzyme		23883893	CNAG_00021	1882	1882	
gene	ncRNA	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	66800	67922	+						23890991	CNAG_12004	1123		
ncRNA	other	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	66800	67922	+	XR_001045291.1			hypothetical RNA		23890991	CNAG_12004	1123	1123	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	66948	68523	-	XP_012046466.1		XM_012191076.1	S-adenosylmethionine decarboxylase proenzyme		23883893	CNAG_00021	1404	467	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	68921	70167	-						23883894	CNAG_00022	1247		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	68921	70167	-	XM_012191077.1		XP_012046467.1	cytochrome c heme-lyase		23883894	CNAG_00022	1092	1092	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	69162	70126	-	XP_012046467.1		XM_012191077.1	cytochrome c heme-lyase		23883894	CNAG_00022	810	269	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	70281	71992	-						23883895	CNAG_00023	1712		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	70281	71992	-	XM_012191078.1		XP_012046468.1	hypothetical protein		23883895	CNAG_00023	1576	1576	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	70438	71659	-	XP_012046468.1		XM_012191078.1	hypothetical protein		23883895	CNAG_00023	1086	361	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	73454	77666	+						23883896	CNAG_00024	4213		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	73454	77666	+	XM_012191079.1		XP_012046469.1	hypothetical protein, variant 1		23883896	CNAG_00024	3830	3830	
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	73454	77666	+	XM_012190765.1		XP_012046155.1	hypothetical protein		23883896	CNAG_00024	3752	3752	
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	73454	77666	+	XM_012191080.1		XP_012046470.1	hypothetical protein, variant 2		23883896	CNAG_00024	3770	3770	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	74340	76871	+	XP_012046155.1		XM_012190765.1	hypothetical protein		23883896	CNAG_00024	2253	750	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	74340	76760	+	XP_012046469.1		XM_012191079.1	hypothetical protein, variant 1		23883896	CNAG_00024	2220	739	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	74340	76760	+	XP_012046470.1		XM_012191080.1	hypothetical protein, variant 2		23883896	CNAG_00024	2160	719	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	77175	80898	-						23883897	CNAG_00025	3724		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	77175	80898	-	XM_012191081.1		XP_012046471.1	calcium/proton exchanger, variant		23883897	CNAG_00025	3090	3090	
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	77175	80898	-	XM_012190766.1		XP_012046156.1	calcium/proton exchanger		23883897	CNAG_00025	3165	3165	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	78201	80634	-	XP_012046471.1		XM_012191081.1	calcium/proton exchanger, variant		23883897	CNAG_00025	1800	599	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	78201	80580	-	XP_012046156.1		XM_012190766.1	calcium/proton exchanger		23883897	CNAG_00025	1821	606	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	81222	83331	-						23883898	CNAG_00026	2110		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	81222	83331	-	XM_012191082.1		XP_012046472.1	kynurenine aminotransferase, variant		23883898	CNAG_00026	1539	1539	
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	81222	83331	-	XM_012190767.1		XP_012046157.1	kynurenine aminotransferase		23883898	CNAG_00026	1611	1611	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	81301	82983	-	XP_012046472.1		XM_012191082.1	kynurenine aminotransferase, variant		23883898	CNAG_00026	1311	436	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	81301	82983	-	XP_012046157.1		XM_012190767.1	kynurenine aminotransferase		23883898	CNAG_00026	1383	460	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	83936	87837	+						23883899	CNAG_00027	3902		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	83936	87837	+	XM_012190768.1		XP_012046158.1	transcriptional activator		23883899	CNAG_00027	3380	3380	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	84072	86655	+	XP_012046158.1		XM_012190768.1	transcriptional activator		23883899	CNAG_00027	2208	735	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	87681	90146	-						23883900	CNAG_00028	2466		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	87681	90146	-	XM_012191084.1		XP_012046474.1	high-affinity nicotinic acid transporter, variant		23883900	CNAG_00028	1855	1855	
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	87681	90146	-	XM_012191083.1		XP_012046473.1	high-affinity nicotinic acid transporter		23883900	CNAG_00028	1919	1919	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	87815	89843	-	XP_012046473.1		XM_012191083.1	high-affinity nicotinic acid transporter		23883900	CNAG_00028	1482	493	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	87815	89843	-	XP_012046474.1		XM_012191084.1	high-affinity nicotinic acid transporter, variant		23883900	CNAG_00028	1482	493	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	90366	91873	+						23883901	CNAG_00029	1508		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	90366	91873	+	XM_012191085.1		XP_012046475.1	D-3-phosphoglycerate dehydrogenase		23883901	CNAG_00029	1285	1285	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	90490	91786	+	XP_012046475.1		XM_012191085.1	D-3-phosphoglycerate dehydrogenase		23883901	CNAG_00029	1074	357	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	92043	93466	+						23883902	CNAG_00030	1424		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	92043	93466	+	XM_012191086.1		XP_012046476.1	D-3-phosphoglycerate dehydrogenase		23883902	CNAG_00030	1131	1131	
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	92043	93466	+	XM_012191087.1		XP_012046477.1	D-3-phosphoglycerate dehydrogenase, variant		23883902	CNAG_00030	1092	1092	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	92137	93365	+	XP_012046476.1		XM_012191086.1	D-3-phosphoglycerate dehydrogenase		23883902	CNAG_00030	936	311	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	92137	93365	+	XP_012046477.1		XM_012191087.1	D-3-phosphoglycerate dehydrogenase, variant		23883902	CNAG_00030	897	298	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	92930	96641	-						23883903	CNAG_00031	3712		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	92930	96641	-	XM_012191088.1		XP_012046478.1	hypothetical protein, variant		23883903	CNAG_00031	3039	3039	
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	92930	96641	-	XM_012190769.1		XP_012046159.1	hypothetical protein		23883903	CNAG_00031	3063	3063	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	93506	96545	-	XP_012046478.1		XM_012191088.1	hypothetical protein, variant		23883903	CNAG_00031	2418	805	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	93506	96545	-	XP_012046159.1		XM_012190769.1	hypothetical protein		23883903	CNAG_00031	2442	813	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	96762	99351	+						23883904	CNAG_00032	2590		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	96762	99351	+	XM_012191089.1		XP_012046479.1	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase		23883904	CNAG_00032	2495	2495	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	96969	97867	+	XP_012046479.1		XM_012191089.1	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase		23883904	CNAG_00032	804	267	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	99045	99578	-						23883905	CNAG_00033	534		partial
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	99045	99578	-	XM_012191090.1		XP_012046480.1	hypothetical protein		23883905	CNAG_00033	480	480	partial
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	99045	99578	-	XP_012046480.1		XM_012191090.1	hypothetical protein		23883905	CNAG_00033	480	159	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	99984	100467	+						23890163	CNAG_07306	484		partial
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	99984	100467	+	XM_012191624.1		XP_012047014.1	hypothetical protein		23890163	CNAG_07306	446	446	partial
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	99984	100396	+	XP_012047014.1		XM_012191624.1	hypothetical protein		23890163	CNAG_07306	375	124	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	101060	102696	+						23883906	CNAG_00034	1637		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	101060	102696	+	XM_012191091.1		XP_012046481.1	large subunit ribosomal protein L9e		23883906	CNAG_00034	1037	1037	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	101235	102263	+	XP_012046481.1		XM_012191091.1	large subunit ribosomal protein L9e		23883906	CNAG_00034	576	191	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	103866	108818	+						23883907	CNAG_00035	4953		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	103866	108818	+	XM_012190770.1		XP_012046160.1	hypothetical protein		23883907	CNAG_00035	3383	3383	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	106378	108225	+	XP_012046160.1		XM_012190770.1	hypothetical protein		23883907	CNAG_00035	1581	526	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	108777	110347	-						23883908	CNAG_00036	1571		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	108777	110347	-	XM_012190771.1		XP_012046161.1	Sec14 cytosolic factor		23883908	CNAG_00036	1122	1122	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	108971	110289	-	XP_012046161.1		XM_012190771.1	Sec14 cytosolic factor		23883908	CNAG_00036	870	289	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	110921	112468	+						23890164	CNAG_07307	1548		partial
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	110921	112468	+	XM_012191625.1		XP_012047015.1	hypothetical protein		23890164	CNAG_07307	641	641	partial
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	110921	112076	+	XP_012047015.1		XM_012191625.1	hypothetical protein		23890164	CNAG_07307	249	82	
gene	protein_coding	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	113347	115885	-						23883909	CNAG_00038	2539		
mRNA		GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	113347	115885	-	XM_012190772.1		XP_012046162.1	alcohol dehydrogenase		23883909	CNAG_00038	2092	2092	
CDS	with_protein	GCF_000149245.1	Primary Assembly	chromosome	1	NC_026745.1	114073	115545	-	XP_012046162.1		XM_012190772.1	alcohol dehydrogenase		23883909	CNAG_00038	1098	365	
